DURATION_S,V_START,V_END,V_MIN,V_MAX,V_MEAN,V_DROP,VOLTAGE_SLOPE,V_STD,V_SKEW,I_MEAN,I_MIN,I_MAX,T_START,T_END,T_MIN,T_MAX,T_MEAN,TEMP_RISE,TEMP_RISE_RATE,TEMP_STD,DC_IR,ENERGY_WH,Target_SoH,Target_RUL
11098.02,12.513,9.27,9.133,12.513,10.891,3.244,0.000292,0.993,0.306,0.81,0.618,1.016,22.7,26.7,22.7,27.1,24.7,4.45,0.000401,1.247,0.0528,38.6,97.08,742
13839.47,12.586,9.362,9.223,12.586,10.974,3.224,0.000233,1.015,-0.045,0.724,0.543,1.017,21.9,27.0,21.9,27.0,24.4,5.05,0.000365,1.173,0.0547,39.04,96.92,741
10819.58,12.523,9.013,8.881,12.523,10.768,3.511,0.000324,1.164,-0.198,0.623,0.432,0.836,22.5,27.1,22.5,27.5,24.8,4.99,0.000461,0.908,0.0517,39.2,96.69,740
10895.89,12.589,9.068,8.953,12.589,10.828,3.521,0.000323,0.862,-0.085,0.785,0.611,1.019,23.0,27.2,23.0,27.6,25.1,4.61,0.000423,0.599,0.0579,38.89,97.72,739
11695.76,12.544,9.475,9.343,12.544,11.01,3.069,0.000262,0.959,-0.31,0.726,0.558,0.846,21.2,25.2,21.2,25.4,23.2,4.23,0.000362,0.622,0.0544,38.68,96.39,738
12583.01,12.502,9.393,9.293,12.502,10.948,3.109,0.000247,0.886,0.37,0.669,0.512,0.794,23.3,28.1,23.3,28.2,25.7,4.9,0.00039,0.829,0.0527,38.49,97.17,737
11031.59,12.513,9.125,9.024,12.513,10.819,3.388,0.000307,0.93,-0.326,0.732,0.629,0.964,23.4,27.9,23.4,28.0,25.7,4.66,0.000423,0.552,0.058,39.97,97.44,736
13154.51,12.551,9.055,8.941,12.551,10.803,3.497,0.000266,0.983,0.464,0.673,0.569,0.962,22.7,26.2,22.7,26.5,24.5,3.75,0.000285,0.561,0.0523,38.67,96.72,735
13539.75,12.507,9.04,8.92,12.507,10.774,3.467,0.000256,1.198,0.031,0.677,0.549,0.79,22.1,26.1,22.1,26.3,24.1,4.18,0.000309,0.954,0.0552,38.25,96.2,734
12679.32,12.577,9.36,9.26,12.577,10.969,3.216,0.000254,0.838,-0.073,0.637,0.514,0.827,22.2,27.2,22.2,27.4,24.7,5.18,0.000408,1.165,0.0545,38.3,96.47,733
13297.42,12.509,9.048,8.92,12.509,10.779,3.461,0.00026,0.849,-0.146,0.721,0.566,0.984,22.0,26.1,22.0,26.3,24.0,4.35,0.000327,1.165,0.056,38.72,96.4,732
12514.54,12.535,9.289,9.191,12.535,10.912,3.246,0.000259,1.105,0.074,0.601,0.478,0.832,23.3,28.4,23.3,28.6,25.8,5.33,0.000426,1.307,0.0513,38.38,96.55,731
12754.74,12.503,9.465,9.336,12.503,10.984,3.038,0.000238,0.802,0.37,0.667,0.549,0.821,22.4,26.5,22.4,26.7,24.4,4.31,0.000338,1.066,0.051,39.19,97.26,730
12976.96,12.522,9.21,9.102,12.522,10.866,3.312,0.000255,0.821,-0.343,0.721,0.549,0.895,22.6,26.5,22.6,26.6,24.6,3.97,0.000306,1.118,0.0563,38.41,96.23,729
11922.57,12.527,9.377,9.282,12.527,10.952,3.15,0.000264,0.818,-0.105,0.681,0.553,0.867,22.2,26.3,22.2,26.6,24.3,4.39,0.000369,1.099,0.0544,38.18,96.22,728
11341.67,12.533,9.004,8.876,12.533,10.768,3.529,0.000311,1.122,-0.428,0.756,0.618,0.892,22.3,26.4,22.3,26.8,24.3,4.45,0.000392,1.362,0.056,38.77,96.77,727
12408.52,12.557,9.355,9.243,12.557,10.956,3.203,0.000258,1.133,0.42,0.683,0.581,0.806,22.1,27.5,22.1,27.8,24.8,5.72,0.000461,0.588,0.0562,39.43,96.39,726
11791.86,12.531,9.17,9.063,12.531,10.85,3.361,0.000285,0.94,0.227,0.698,0.547,0.831,23.0,28.0,23.0,28.4,25.5,5.47,0.000464,1.319,0.055,38.07,96.46,725
12494.75,12.576,9.328,9.229,12.576,10.952,3.248,0.00026,1.17,0.064,0.756,0.607,1.011,22.5,26.3,22.5,26.5,24.4,4.02,0.000322,1.135,0.0551,38.74,96.35,724
10542.29,12.544,9.151,9.048,12.544,10.848,3.393,0.000322,1.133,-0.423,0.709,0.559,0.821,22.3,27.5,22.3,27.5,24.9,5.19,0.000493,1.364,0.0537,37.98,95.44,723
12350.82,12.579,9.448,9.336,12.579,11.014,3.131,0.000254,0.825,-0.396,0.728,0.562,0.989,22.3,27.4,22.3,27.5,24.8,5.26,0.000426,1.399,0.0545,38.05,96.52,722
11178.79,12.544,9.22,9.1,12.544,10.882,3.324,0.000297,1.039,0.289,0.729,0.592,0.861,22.4,27.6,22.4,27.8,25.0,5.36,0.000479,1.147,0.0595,37.94,95.61,721
12896.57,12.566,9.453,9.318,12.566,11.009,3.112,0.000241,1.079,-0.108,0.693,0.535,0.86,22.8,27.9,22.8,28.3,25.3,5.54,0.00043,1.095,0.0574,38.3,96.2,720
13226.16,12.567,9.414,9.286,12.567,10.991,3.153,0.000238,0.945,-0.32,0.792,0.639,1.029,22.2,26.5,22.2,26.7,24.3,4.48,0.000339,0.714,0.0565,37.91,96.35,719
10684.11,12.584,9.051,8.921,12.584,10.818,3.534,0.000331,0.852,-0.123,0.757,0.569,1.024,22.9,27.8,22.9,28.2,25.4,5.22,0.000489,0.662,0.0566,38.62,96.45,718
11914.01,12.541,9.338,9.237,12.541,10.94,3.203,0.000269,0.924,0.309,0.702,0.573,0.891,22.5,26.7,22.5,27.0,24.6,4.47,0.000375,0.969,0.0545,38.62,96.27,717
11969.06,12.528,9.191,9.074,12.528,10.86,3.337,0.000279,1.056,0.374,0.683,0.501,0.976,22.6,27.1,22.6,27.2,24.8,4.63,0.000387,1.055,0.056,39.78,96.04,716
13076.18,12.527,9.453,9.351,12.527,10.99,3.075,0.000235,0.811,-0.447,0.697,0.502,0.885,22.6,27.9,22.6,28.1,25.3,5.49,0.00042,1.002,0.0601,38.85,96.52,715
13562.86,12.584,9.325,9.188,12.584,10.954,3.259,0.00024,1.082,-0.051,0.738,0.61,0.866,22.9,27.0,22.9,27.1,24.9,4.18,0.000308,0.505,0.0643,38.25,95.84,714
12879.69,12.553,9.056,8.948,12.553,10.804,3.497,0.000272,0.844,0.405,0.676,0.571,0.836,21.7,27.0,21.7,27.2,24.3,5.46,0.000424,1.097,0.0588,38.72,95.99,713
11875.97,12.561,9.12,9.007,12.561,10.841,3.441,0.00029,1.003,0.488,0.758,0.649,0.991,22.7,27.5,22.7,27.7,25.1,5.05,0.000426,1.054,0.0584,38.49,96.2,712
11140.93,12.502,9.394,9.283,12.502,10.948,3.107,0.000279,0.818,0.046,0.624,0.461,0.871,22.6,26.6,22.6,26.8,24.6,4.19,0.000376,1.314,0.0598,37.12,95.11,711
12537.43,12.581,9.032,8.898,12.581,10.806,3.55,0.000283,1.173,0.015,0.747,0.618,0.939,22.8,27.8,22.8,27.8,25.3,4.96,0.000396,1.489,0.0616,37.61,95.89,710
11490.73,12.578,9.433,9.324,12.578,11.005,3.145,0.000274,0.955,0.474,0.697,0.561,0.822,23.1,27.5,23.1,27.9,25.3,4.78,0.000416,0.996,0.0582,38.04,95.08,709
12647.88,12.508,9.301,9.167,12.508,10.905,3.207,0.000254,1.041,-0.074,0.719,0.587,0.928,23.1,28.4,23.1,28.5,25.8,5.39,0.000426,1.19,0.0589,36.81,94.26,708
13711.44,12.527,9.49,9.349,12.527,11.009,3.037,0.000222,1.181,-0.357,0.696,0.532,0.811,21.9,27.5,21.9,27.8,24.7,5.92,0.000431,1.108,0.0594,38.42,95.26,707
11552.35,12.538,9.284,9.161,12.538,10.911,3.255,0.000282,1.012,-0.102,0.766,0.571,1.001,21.9,27.4,21.9,27.7,24.7,5.81,0.000503,1.15,0.0586,38.92,95.33,706
11614.05,12.556,9.131,9.024,12.556,10.844,3.425,0.000295,0.849,0.353,0.671,0.472,0.861,22.3,28.3,22.3,28.5,25.3,6.26,0.000539,0.952,0.0602,38.05,95.25,705
13239.78,12.532,9.174,9.078,12.532,10.853,3.358,0.000254,1.055,0.294,0.77,0.581,0.978,23.0,27.3,23.0,27.7,25.1,4.77,0.00036,1.009,0.0581,38.9,95.64,704
10392.62,12.555,9.184,9.05,12.555,10.87,3.371,0.000324,1.088,0.026,0.798,0.637,1.008,22.9,28.0,22.9,28.5,25.5,5.68,0.000546,1.269,0.0605,38.73,95.39,703
11822.14,12.568,9.172,9.035,12.568,10.87,3.396,0.000287,1.164,-0.445,0.718,0.554,0.974,23.0,29.2,23.0,29.4,26.1,6.37,0.000539,0.624,0.059,38.78,95.19,702
11470.1,12.594,9.447,9.311,12.594,11.021,3.147,0.000274,1.013,0.003,0.801,0.637,0.951,22.3,27.2,22.3,27.3,24.7,5.06,0.000441,0.669,0.0608,37.74,95.22,701
12364.63,12.584,9.282,9.147,12.584,10.933,3.302,0.000267,1.107,-0.083,0.663,0.558,0.769,22.1,26.6,22.1,26.9,24.3,4.82,0.00039,1.139,0.0596,37.67,95.27,700
11817.34,12.58,9.342,9.234,12.58,10.961,3.238,0.000274,1.043,-0.187,0.851,0.745,0.966,22.0,27.2,22.0,27.3,24.6,5.33,0.000451,1.218,0.0602,37.39,94.25,699
11503.17,12.556,9.16,9.045,12.556,10.858,3.397,0.000295,1.046,-0.252,0.726,0.601,0.879,22.8,28.1,22.8,28.3,25.5,5.46,0.000475,1.365,0.0563,38.18,94.8,698
12881.98,12.55,9.257,9.137,12.55,10.904,3.292,0.000256,0.886,-0.147,0.71,0.607,0.871,23.1,27.9,23.1,28.4,25.5,5.33,0.000414,0.551,0.062,37.65,95.09,697
11938.39,12.585,9.215,9.077,12.585,10.9,3.369,0.000282,0.878,0.053,0.684,0.507,0.929,22.2,27.6,22.2,27.9,24.9,5.72,0.000479,0.574,0.0607,37.19,93.77,696
12441.23,12.512,9.488,9.374,12.512,11.0,3.024,0.000243,1.004,0.0,0.878,0.744,1.137,23.3,28.0,23.3,28.1,25.7,4.86,0.000391,0.545,0.0607,37.28,93.9,695
12332.54,12.552,9.164,9.038,12.552,10.858,3.388,0.000275,1.131,0.032,0.739,0.54,0.872,22.5,27.1,22.5,27.3,24.8,4.84,0.000392,1.209,0.0623,37.45,94.99,694
13520.55,12.558,9.398,9.265,12.558,10.978,3.16,0.000234,1.11,0.078,0.785,0.682,1.023,21.2,26.5,21.2,26.9,23.9,5.7,0.000422,1.221,0.0645,37.24,94.37,693
13044.89,12.515,9.34,9.245,12.515,10.928,3.174,0.000243,1.076,-0.09,0.68,0.569,0.969,22.9,28.1,22.9,28.2,25.5,5.25,0.000402,1.275,0.0606,37.26,94.34,692
10782.11,12.521,9.163,9.036,12.521,10.842,3.358,0.000311,0.942,0.272,0.712,0.581,0.917,23.0,29.1,23.0,29.3,26.1,6.28,0.000583,1.221,0.0594,38.16,95.44,691
10988.84,12.556,9.112,8.971,12.556,10.834,3.443,0.000313,0.94,0.434,0.709,0.58,0.869,22.7,28.6,22.7,28.8,25.7,6.06,0.000552,1.295,0.0591,37.36,94.02,690
13527.98,12.582,9.477,9.341,12.582,11.03,3.105,0.000229,0.903,-0.021,0.686,0.557,0.844,22.4,27.1,22.4,27.3,24.8,4.94,0.000365,0.702,0.0627,37.55,94.41,689
12140.61,12.559,9.121,8.993,12.559,10.84,3.437,0.000283,0.84,0.271,0.704,0.541,0.911,23.0,28.3,23.0,28.7,25.7,5.71,0.00047,0.505,0.0607,37.22,93.27,688
13020.73,12.548,9.1,8.957,12.548,10.824,3.448,0.000265,1.014,0.223,0.795,0.63,0.959,22.7,27.8,22.7,28.0,25.2,5.36,0.000412,1.437,0.0605,36.33,93.26,687
13343.8,12.6,9.198,9.079,12.6,10.899,3.401,0.000255,1.027,-0.393,0.709,0.513,0.996,23.4,28.2,23.4,28.2,25.8,4.76,0.000356,1.483,0.0615,38.06,94.57,686
13317.62,12.585,9.234,9.125,12.585,10.91,3.351,0.000252,1.095,0.291,0.714,0.598,0.837,22.1,27.5,22.1,27.5,24.8,5.42,0.000407,1.068,0.0681,37.01,93.93,685
12980.05,12.552,9.043,8.915,12.552,10.797,3.508,0.00027,0.894,0.254,0.646,0.532,0.783,22.3,27.9,22.3,28.0,25.1,5.71,0.00044,1.454,0.0612,38.35,94.21,684
12482.13,12.506,9.059,8.946,12.506,10.783,3.447,0.000276,0.847,0.416,0.735,0.585,0.916,23.1,27.9,23.1,28.0,25.5,4.93,0.000395,0.795,0.0656,38.28,93.89,683
12660.16,12.561,9.208,9.085,12.561,10.884,3.353,0.000265,1.102,0.373,0.751,0.598,0.946,22.3,27.3,22.3,27.4,24.8,5.09,0.000402,0.582,0.0618,37.73,93.84,682
10285.3,12.555,9.253,9.127,12.555,10.904,3.302,0.000321,1.033,-0.409,0.76,0.628,0.89,22.3,27.5,22.3,27.6,24.9,5.36,0.000521,1.01,0.0639,37.89,93.31,681
10369.19,12.546,9.403,9.273,12.546,10.975,3.143,0.000303,0.938,-0.436,0.725,0.544,0.905,22.5,27.1,22.5,27.1,24.8,4.67,0.00045,1.494,0.0609,37.13,94.2,680
11550.74,12.577,9.383,9.238,12.577,10.98,3.194,0.000277,1.163,-0.124,0.725,0.583,0.954,23.0,28.3,23.0,28.7,25.6,5.73,0.000496,1.183,0.0628,37.77,94.12,679
10707.03,12.554,9.264,9.133,12.554,10.909,3.289,0.000307,1.018,0.032,0.692,0.592,0.837,22.9,28.3,22.9,28.6,25.6,5.73,0.000535,1.323,0.0612,37.17,93.57,678
12586.33,12.511,9.405,9.286,12.511,10.958,3.107,0.000247,0.813,0.098,0.846,0.658,1.099,22.8,28.2,22.8,28.3,25.5,5.43,0.000431,1.203,0.0653,37.35,93.86,677
10954.79,12.586,9.028,8.906,12.586,10.807,3.558,0.000325,1.069,-0.179,0.751,0.569,0.909,22.4,27.4,22.4,27.7,24.9,5.22,0.000477,0.802,0.0646,37.53,94.58,676
10381.05,12.595,9.44,9.296,12.595,11.017,3.155,0.000304,1.069,0.286,0.772,0.629,0.997,21.2,26.6,21.2,27.0,23.9,5.88,0.000567,0.819,0.0661,37.76,94.21,675
11686.13,12.585,9.15,9.018,12.585,10.868,3.435,0.000294,0.854,-0.257,0.789,0.597,1.05,21.3,26.2,21.3,26.5,23.7,5.17,0.000442,0.703,0.0645,36.78,93.45,674
12465.49,12.519,9.134,9.006,12.519,10.827,3.385,0.000272,1.024,-0.021,0.712,0.525,0.933,22.8,29.0,22.8,29.4,25.9,6.55,0.000526,1.369,0.0604,37.31,92.97,673
13261.52,12.512,9.5,9.376,12.512,11.006,3.012,0.000227,1.11,-0.119,0.741,0.581,0.89,22.8,29.3,22.8,29.6,26.1,6.76,0.00051,1.034,0.0686,38.36,92.98,672
10407.96,12.598,9.235,9.095,12.598,10.916,3.363,0.000323,0.858,-0.239,0.725,0.588,1.008,21.9,27.7,21.9,27.8,24.8,5.88,0.000565,1.435,0.0656,36.74,93.3,671
11320.95,12.583,9.25,9.121,12.583,10.916,3.334,0.000294,0.996,-0.332,0.767,0.641,1.004,23.1,27.3,23.1,27.7,25.2,4.6,0.000406,1.295,0.0635,37.47,93.04,670
11965.9,12.564,9.029,8.928,12.564,10.797,3.535,0.000295,1.137,-0.269,0.738,0.544,1.008,22.1,26.8,22.1,27.0,24.4,4.93,0.000412,1.207,0.0674,36.42,93.84,669
12407.32,12.562,9.242,9.12,12.562,10.902,3.32,0.000268,1.191,-0.483,0.78,0.624,0.881,23.1,28.6,23.1,28.8,25.9,5.66,0.000456,1.313,0.0649,37.11,93.99,668
