battery_id,cycle_number,start_time_iso,ambient_temperature,duration_s,v_start,v_end,v_min,v_max,v_mean,v_drop,i_mean,i_min,i_max,t_start,t_end,t_min,t_max,t_mean,temp_rise,temp_rise_rate,energy_wh,re_electrolyte_ohms,rct_charge_transfer_ohms,capacity_ah,nominal_capacity_ah,soh_pct,soh_first_cycle_pct,eol_cycle_80,rul_80,eol_cycle_70,rul_70
B0006,25,2008-04-19T23:41:55,24.0,3431.94,4.177,2.4914,2.4914,4.177,3.5666,1.6856,-1.9881,-2.0143,-0.0016,24.02,37.17,24.02,37.17,31.03,13.15,0.003832,6.7646,0.060597,0.079382,1.90141,2.0,95.07,93.42,63,38,109,84
B0006,26,2008-04-20T04:54:41,24.0,3431.12,4.1735,2.7669,2.1387,4.1735,3.5527,2.0347,-1.9773,-2.0138,-0.0013,23.9,37.52,23.9,37.52,31.0,13.61,0.003967,6.7184,0.060436,0.079494,1.87867,2.0,93.934,92.303,63,37,109,83
B0006,27,2008-04-20T10:16:28,24.0,3412.41,4.1761,2.8356,2.3461,4.1765,3.5561,1.83,-1.9772,-2.0221,-0.0003,23.82,37.24,23.82,37.24,30.92,13.42,0.003934,6.688,0.059882,0.078712,1.86831,2.0,93.415,91.793,63,36,109,82
B0006,28,2008-04-20T15:37:05,24.0,3410.69,4.1763,2.9284,2.3273,4.1763,3.5505,1.8489,-1.966,-2.0195,0.0002,23.76,37.1,23.76,37.27,30.93,13.51,0.003961,6.6401,0.060587,0.079895,1.85602,2.0,92.801,91.19,63,35,109,81
B0006,29,2008-04-20T20:50:38,24.0,3410.72,4.1729,3.0771,2.4863,4.1729,3.546,1.6865,-1.9446,-2.0146,0.0012,23.78,36.54,23.77,37.21,31.01,13.43,0.003937,6.5637,0.060908,0.079749,1.8452,2.0,92.26,90.658,63,34,109,80
B0006,30,2008-04-21T02:15:02,24.0,3392.72,4.1882,2.8196,2.2922,4.1882,3.5543,1.896,-1.9769,-2.0145,0.0018,23.77,37.5,23.76,37.5,30.97,13.73,0.004047,6.645,0.060369,0.080145,1.85723,2.0,92.861,91.249,63,33,109,79
B0006,31,2008-04-22T15:33:49,24.0,3470.67,4.1898,2.4343,2.4343,4.19,3.5559,1.7555,-1.9998,-2.0151,-0.0028,23.75,37.25,23.74,37.25,31.1,13.5,0.003891,6.8587,0.062091,0.081643,1.92478,2.0,96.239,94.568,63,32,109,78
B0006,32,2008-04-22T20:26:18,24.0,3414.11,4.1869,2.9188,2.4726,4.187,3.5537,1.7143,-1.9884,-2.0247,0.0002,24.2,37.28,24.19,37.4,31.31,13.2,0.003867,6.7173,0.06232,0.080212,1.88223,2.0,94.112,92.478,63,31,109,77
B0006,33,2008-04-23T01:18:11,24.0,3395.22,4.1864,2.974,2.4034,4.1865,3.5453,1.783,-1.9771,-2.0145,-0.0014,23.97,37.05,23.96,37.29,31.13,13.31,0.003921,6.631,0.061891,0.081208,1.85528,2.0,92.764,91.153,63,30,109,76
B0006,34,2008-04-23T06:18:19,24.0,3386.0,4.1877,3.0334,2.4007,4.1877,3.5384,1.787,-1.9657,-2.0141,0.0012,23.52,36.49,23.52,37.08,30.83,13.56,0.004005,6.5666,0.061716,0.081502,1.83925,2.0,91.963,90.366,63,29,109,75
B0006,35,2008-04-23T11:08:00,24.0,3368.19,4.1839,3.0617,2.3194,4.1842,3.5298,1.8645,-1.9542,-2.0132,0.0012,23.53,36.17,23.53,36.98,30.76,13.45,0.003993,6.4829,0.061999,0.081388,1.81854,2.0,90.927,89.348,63,28,109,74
B0006,36,2008-04-23T16:06:25,24.0,3368.27,4.1867,3.0864,2.3402,4.1868,3.5301,1.8465,-1.9491,-2.0143,0.0007,23.95,36.69,23.95,37.6,31.3,13.65,0.004053,6.468,0.062504,0.081691,1.81348,2.0,90.674,89.1,63,27,109,73
B0006,37,2008-04-23T21:02:58,24.0,3358.72,4.1864,3.1378,2.383,4.1865,3.5249,1.8034,-1.9374,-2.0149,0.001,23.72,36.31,23.72,37.34,31.06,13.61,0.004053,6.4038,0.062014,0.081316,1.7971,2.0,89.855,88.295,63,26,109,72
B0006,38,2008-04-24T01:51:33,24.0,3339.5,4.1845,3.1501,2.3519,4.1847,3.5191,1.8327,-1.9313,-2.014,0.0009,23.51,36.06,23.51,37.39,30.97,13.89,0.004158,6.3387,0.06183,0.081204,1.781,2.0,89.05,87.504,63,25,109,71
B0006,39,2008-04-24T06:50:00,24.0,3331.26,4.186,3.1739,2.3535,4.1861,3.5152,1.8325,-1.9254,-2.0136,0.0004,23.26,36.02,23.24,37.35,30.83,14.09,0.00423,6.2976,0.062827,0.083472,1.77101,2.0,88.551,87.013,63,24,109,70
B0006,40,2008-04-24T11:49:24,24.0,3321.19,4.186,3.1972,2.3948,4.1864,3.514,1.7912,-1.9198,-2.0146,0.0009,23.41,35.91,23.41,37.59,31.08,14.17,0.004268,6.2587,0.063498,0.083855,1.76047,2.0,88.024,86.495,63,23,109,69
B0006,41,2008-04-24T16:45:56,24.0,3321.84,4.1857,3.2276,2.4419,4.1857,3.5141,1.7438,-1.9087,-2.0156,0.0015,23.99,36.36,23.99,38.21,31.69,14.21,0.004279,6.2252,0.060945,0.082016,1.75029,2.0,87.515,85.995,63,22,109,68
B0006,42,2008-04-24T21:38:11,24.0,3311.83,4.185,3.2309,2.3918,4.185,3.5096,1.7931,-1.9028,-2.0141,-0.001,24.23,36.5,24.22,38.34,31.88,14.11,0.004262,6.1814,0.063918,0.082166,1.73949,2.0,86.975,85.465,63,21,109,67
B0006,43,2008-04-25T12:03:44,24.0,3327.39,4.1755,3.1996,2.3166,4.1756,3.5111,1.8589,-1.9093,-2.0139,0.0006,23.93,36.99,23.93,38.52,31.54,14.59,0.004385,6.229,0.062237,0.082275,1.75468,2.0,87.734,86.211,63,20,109,66
B0006,44,2008-04-25T20:03:55,24.0,3312.08,4.1916,3.1898,2.4111,4.1917,3.5159,1.7805,-1.9306,-2.0165,0.0006,23.8,36.81,23.8,38.04,31.42,14.24,0.004298,6.2772,0.062237,0.082275,1.76594,2.0,88.297,86.764,63,19,109,65
B0006,45,2008-04-26T01:04:35,24.0,3293.17,4.1854,3.25,2.451,4.1855,3.5059,1.7344,-1.9071,-2.0144,0.0007,23.33,35.95,23.33,37.93,31.16,14.61,0.004436,6.1502,0.062031,0.083192,1.73379,2.0,86.689,85.184,63,18,109,64
B0006,46,2008-04-26T05:57:35,24.0,3275.33,4.1839,3.2762,2.4712,4.1842,3.501,1.7127,-1.8954,-2.0137,0.0006,23.23,35.81,23.23,37.88,31.16,14.66,0.004475,6.0712,0.062506,0.084268,1.71333,2.0,85.666,84.179,63,17,109,63
B0006,47,2008-04-26T10:58:25,24.0,3265.02,4.1855,3.2892,2.471,4.1858,3.4974,1.7145,-1.8893,-2.0152,0.0013,23.21,35.73,23.2,38.07,31.21,14.86,0.00455,6.0272,0.062615,0.083972,1.70241,2.0,85.12,83.643,63,16,109,62
B0006,48,2008-04-29T12:15:56,24.0,3328.94,4.1729,2.935,2.4288,4.1729,3.5389,1.7441,-1.9819,-2.0148,0.0009,26.6,39.57,26.6,39.79,33.61,13.19,0.003961,6.5041,0.062615,0.083972,1.82372,2.0,91.186,89.603,63,15,109,61
B0006,49,2008-04-29T17:05:27,24.0,3329.27,4.1869,3.0134,2.3551,4.187,3.5327,1.8317,-1.9653,-2.0141,0.0014,25.61,38.78,25.59,39.21,32.86,13.6,0.004085,6.4468,0.064572,0.080342,1.80813,2.0,90.406,88.837,63,14,109,60
B0006,50,2008-04-29T22:00:04,24.0,3301.58,4.1865,3.0982,2.3659,4.1865,3.5212,1.8206,-1.9471,-2.0135,0.0013,24.79,37.86,24.79,38.67,32.21,13.88,0.004204,6.3179,0.063686,0.082364,1.77576,2.0,88.788,87.247,63,13,109,59
B0006,51,2008-04-30T02:43:55,24.0,3283.56,4.1822,3.1673,2.3482,4.1823,3.5093,1.834,-1.9242,-2.0144,0.0012,24.3,37.12,24.3,38.52,31.97,14.22,0.00433,6.1943,0.062912,0.082141,1.74474,2.0,87.237,85.722,63,12,109,58
B0006,52,2008-04-30T07:41:42,24.0,3275.12,4.1857,3.2287,2.4695,4.186,3.5072,1.7163,-1.9124,-2.014,0.0023,23.99,36.58,23.98,38.29,31.74,14.3,0.004367,6.1356,0.063667,0.08297,1.72921,2.0,86.46,84.959,63,11,109,57
B0006,53,2008-04-30T12:28:49,24.0,3265.66,4.1836,3.2596,2.4667,4.1837,3.5009,1.7169,-1.895,-2.0144,0.0008,24.0,36.44,24.0,38.52,31.88,14.53,0.004448,6.0542,0.064546,0.083906,1.70811,2.0,85.405,83.923,63,10,109,56
B0006,54,2008-04-30T17:20:16,24.0,3266.09,4.1843,3.2774,2.4483,4.1844,3.4973,1.736,-1.8837,-2.0147,0.0,24.3,36.53,24.3,38.95,32.24,14.66,0.004488,6.0133,0.064417,0.083321,1.6976,2.0,84.88,83.406,63,9,109,55
B0006,55,2008-04-30T22:14:54,24.0,3257.59,4.1847,3.3095,2.4745,4.1847,3.4929,1.7102,-1.8717,-2.0151,0.0029,24.11,36.06,24.11,38.73,32.07,14.63,0.00449,5.9512,0.065174,0.084782,1.68206,2.0,84.103,82.643,63,8,109,54
B0006,56,2008-05-01T03:15:33,24.0,3248.59,4.1858,3.3229,2.4691,4.1858,3.4887,1.7167,-1.8655,-2.0164,0.0008,23.98,35.94,23.98,38.75,32.03,14.77,0.004547,5.9069,0.063595,0.084185,1.67148,2.0,83.574,82.123,63,7,109,53
B0006,57,2008-05-01T08:16:03,24.0,3238.77,4.1854,3.3269,2.4177,4.1857,3.4823,1.7677,-1.8593,-2.014,0.0013,23.82,35.89,23.82,38.84,31.98,15.02,0.004637,5.86,0.065285,0.08605,1.66076,2.0,83.038,81.596,63,6,109,52
B0006,58,2008-05-01T13:14:24,24.0,3240.14,4.1845,3.3364,2.3775,4.1849,3.4776,1.8069,-1.8482,-2.0143,0.0,23.94,35.96,23.94,39.22,32.24,15.28,0.004715,5.8207,0.066534,0.086748,1.65112,2.0,82.556,81.123,63,5,109,51
B0006,59,2008-05-01T18:11:10,24.0,3230.11,4.1845,3.3562,2.4437,4.1846,3.4787,1.7408,-1.8416,-2.0171,0.0008,24.46,36.04,24.44,39.47,32.56,15.01,0.004647,5.7824,0.066341,0.087206,1.64013,2.0,82.007,80.583,63,4,109,50
B0006,60,2008-05-01T23:10:15,24.0,3229.78,4.1845,3.3715,2.4324,4.1846,3.474,1.752,-1.8298,-2.0153,0.0023,24.25,35.71,24.24,39.35,32.49,15.1,0.004675,5.7366,0.06591,0.087128,1.6292,2.0,81.46,80.046,63,3,109,49
B0006,61,2008-05-02T03:53:34,24.0,3212.47,4.1811,3.396,2.4941,4.1812,3.4718,1.687,-1.8171,-2.0264,0.0026,24.11,35.37,24.11,39.32,32.43,15.2,0.004733,5.6601,0.066056,0.087563,1.60885,2.0,80.442,79.046,63,2,109,48
B0006,62,2008-05-02T08:44:40,24.0,3213.22,4.1824,3.3939,2.3823,4.1826,3.4632,1.8001,-1.8112,-2.0143,0.0017,23.93,35.19,23.93,39.47,32.3,15.54,0.004837,5.6291,0.065903,0.088209,1.60352,2.0,80.176,78.784,63,1,109,47
B0006,63,2008-05-02T13:43:05,24.0,3203.58,4.1838,3.3978,2.4067,4.184,3.4635,1.7772,-1.8113,-2.0249,0.0007,24.06,35.68,24.06,39.74,32.61,15.68,0.004894,5.6132,0.067912,0.088315,1.59897,2.0,79.949,78.56,63,0,109,46
B0006,64,2008-05-02T19:07:48,24.0,3195.12,4.1824,3.4164,2.4204,4.1824,3.4602,1.762,-1.8038,-2.0134,0.0004,24.44,34.72,24.42,39.04,32.26,14.6,0.004569,5.5659,0.066744,0.08858,1.58763,2.0,79.381,78.003,63,0,109,45
B0006,65,2008-05-02T23:24:17,24.0,3195.31,4.191,3.4175,2.4508,4.191,3.4626,1.7402,-1.7982,-2.0149,0.001,24.3,35.03,24.3,39.16,32.47,14.86,0.00465,5.5541,0.066744,0.08858,1.58297,2.0,79.149,77.774,63,0,109,44
B0006,66,2008-05-03T04:13:08,24.0,3186.3,4.1816,3.4275,2.393,4.1819,3.4537,1.7886,-1.7858,-2.0141,0.0008,24.12,34.77,24.12,39.2,32.4,15.08,0.004734,5.4848,0.066413,0.089503,1.56714,2.0,78.357,76.996,63,0,109,43
B0006,67,2008-05-03T09:10:19,24.0,3176.44,4.1834,3.4348,2.3939,4.1834,3.4514,1.7895,-1.7851,-2.0165,0.0006,23.96,34.7,23.95,39.16,32.31,15.2,0.004786,5.4593,0.066869,0.08981,1.56134,2.0,78.067,76.712,63,0,109,42
B0006,68,2008-05-03T14:04:34,24.0,3167.59,4.1824,3.4482,2.4373,4.1829,3.4508,1.7451,-1.7786,-2.0144,-0.0001,23.96,34.6,23.95,39.18,32.35,15.22,0.004805,5.421,0.067564,0.090933,1.55117,2.0,77.559,76.212,63,0,109,41
B0006,69,2008-05-03T18:58:13,24.0,3167.72,4.1826,3.4471,2.3705,4.1826,3.4461,1.8121,-1.7728,-2.0162,0.0015,24.03,34.66,24.03,39.38,32.47,15.35,0.004846,5.3966,0.067679,0.090975,1.54067,2.0,77.034,75.696,63,0,109,40
B0006,70,2008-05-03T23:42:30,24.0,3159.08,4.1774,3.4551,2.3513,4.1776,3.4418,1.8261,-1.7602,-2.0224,0.0045,24.05,34.5,24.05,39.45,32.52,15.39,0.004872,5.3363,0.067973,0.092324,1.52531,2.0,76.266,74.942,63,0,109,39
B0006,71,2008-05-04T04:41:40,24.0,3148.83,4.183,3.468,2.4368,4.1832,3.445,1.7461,-1.7653,-2.0157,0.001,24.0,34.59,24.0,39.41,32.52,15.4,0.004892,5.3358,0.068334,0.092017,1.53016,2.0,76.508,75.18,63,0,109,38
B0006,72,2008-05-04T09:40:11,24.0,3149.09,4.1833,3.4711,2.3903,4.1836,3.4412,1.793,-1.7593,-2.0154,0.0029,23.99,34.48,23.99,39.48,32.54,15.5,0.004921,5.3109,0.068851,0.092582,1.52466,2.0,76.233,74.909,63,0,109,37
B0006,73,2008-05-04T14:38:13,24.0,3140.55,4.1832,3.4883,2.4892,4.1832,3.4436,1.694,-1.7526,-2.0142,0.0051,23.97,34.32,23.97,39.44,32.56,15.47,0.004925,5.2756,0.069066,0.093491,1.51455,2.0,75.727,74.413,63,0,109,36
B0006,74,2008-05-04T19:37:07,24.0,3131.62,4.1834,3.4882,2.4506,4.1835,3.4399,1.7327,-1.7517,-2.0151,0.002,23.97,34.37,23.96,39.54,32.59,15.57,0.004971,5.252,0.068709,0.093877,1.50939,2.0,75.47,74.159,63,0,109,35
B0006,75,2008-05-05T00:35:53,24.0,3121.91,4.1829,3.4877,2.4112,4.1832,3.436,1.7717,-1.751,-2.015,0.001,23.9,34.37,23.9,39.59,32.57,15.69,0.005026,5.2276,0.069526,0.094186,1.504,2.0,75.2,73.894,63,0,109,34
B0006,76,2008-05-05T05:28:13,24.0,3122.12,4.1819,3.5019,2.4609,4.182,3.4363,1.721,-1.7389,-2.0159,0.0016,23.85,34.07,23.85,39.5,32.54,15.65,0.005013,5.1886,0.068252,0.09344,1.49352,2.0,74.676,73.379,63,0,109,33
B0006,77,2008-05-05T11:41:31,24.0,3121.67,4.1822,3.5065,2.3784,4.1824,3.4305,1.8037,-1.7386,-2.017,0.0012,23.87,34.01,23.87,39.97,32.66,16.09,0.005156,5.1768,0.069603,0.095613,1.48763,2.0,74.382,73.09,63,0,109,32
B0006,78,2008-05-05T20:40:08,24.0,3120.86,4.19,3.4613,2.3845,4.19,3.4417,1.8055,-1.7871,-2.0152,0.0005,24.45,35.63,24.45,40.43,33.18,15.97,0.005118,5.3477,0.069603,0.095613,1.53029,2.0,76.514,75.186,63,0,109,31
B0006,79,2008-05-06T01:38:46,24.0,3103.83,4.1812,3.496,2.4486,4.1812,3.4355,1.7326,-1.7613,-2.0133,0.0014,23.81,34.63,23.81,40.02,32.71,16.21,0.005223,5.2236,0.069444,0.095087,1.50408,2.0,75.204,73.898,63,0,109,30
B0006,80,2008-05-06T06:37:06,24.0,3095.09,4.1817,3.4959,2.3629,4.1822,3.4272,1.8188,-1.7546,-2.0143,0.0017,23.39,34.48,23.38,40.02,32.54,16.63,0.005372,5.1762,0.069241,0.095411,1.48876,2.0,74.438,73.146,63,0,109,29
B0006,81,2008-05-06T11:25:21,24.0,3095.78,4.1801,3.5168,2.4797,4.1802,3.4308,1.7004,-1.7364,-2.0152,0.0068,23.49,34.2,23.48,40.08,32.67,16.58,0.005357,5.1226,0.07018,0.095801,1.47828,2.0,73.914,72.631,63,0,109,28
B0006,82,2008-05-06T16:23:36,24.0,3094.33,4.1824,3.5141,2.461,4.1828,3.4309,1.7214,-1.7372,-2.0164,0.0002,23.95,34.73,23.95,40.57,33.16,16.62,0.00537,5.1249,0.070321,0.095302,1.47846,2.0,73.923,72.64,63,0,109,27
B0006,83,2008-05-06T21:21:49,24.0,3086.53,4.183,3.5179,2.4795,4.183,3.432,1.7035,-1.7358,-2.0142,0.001,24.31,34.85,24.31,40.75,33.41,16.45,0.005328,5.1077,0.069308,0.094548,1.47321,2.0,73.661,72.382,63,0,109,26
B0006,84,2008-05-07T02:17:25,24.0,3085.62,4.1826,3.5191,2.4215,4.1826,3.4269,1.7611,-1.7297,-2.0145,0.002,24.17,34.71,24.17,40.71,33.35,16.55,0.005362,5.0802,0.07066,0.09558,1.46752,2.0,73.376,72.102,63,0,109,25
B0006,85,2008-05-07T07:04:02,24.0,3067.2,4.1803,3.5215,2.3928,4.1804,3.422,1.7875,-1.7279,-2.0151,0.0025,23.98,34.41,23.98,40.59,33.14,16.61,0.005414,5.0352,0.070488,0.096375,1.45163,2.0,72.581,71.321,63,0,109,24
B0006,86,2008-05-07T12:01:49,24.0,3058.16,4.1823,3.5312,2.4105,4.1825,3.4203,1.7718,-1.7269,-2.0151,0.0011,23.64,34.23,23.64,40.37,32.92,16.73,0.00547,5.0128,0.071253,0.096933,1.45192,2.0,72.596,71.336,63,0,109,23
B0006,87,2008-05-07T16:59:29,24.0,3058.81,4.1825,3.5407,2.4915,4.1826,3.4248,1.691,-1.7212,-2.0158,0.0004,23.83,34.45,23.83,40.67,33.2,16.84,0.005505,5.0008,0.072909,0.096859,1.44715,2.0,72.357,71.101,63,0,109,22
B0006,88,2008-05-07T21:56:09,24.0,3058.58,4.1826,3.5357,2.4449,4.1826,3.4235,1.7377,-1.7211,-2.0166,0.0012,24.21,34.8,24.21,40.99,33.53,16.78,0.005486,4.9997,0.07251,0.096602,1.44685,2.0,72.343,71.087,63,0,109,21
B0006,89,2008-05-08T02:53:49,24.0,3049.33,4.1829,3.5426,2.4841,4.183,3.4247,1.6989,-1.7201,-2.0181,0.0004,24.27,34.82,24.27,41.0,33.58,16.72,0.005485,4.9813,0.070888,0.097407,1.44167,2.0,72.084,70.832,63,0,109,20
B0006,90,2008-05-09T12:25:07,24.0,3177.22,4.2224,3.5029,2.479,4.2225,3.4507,1.7433,-1.821,-2.0143,0.0003,24.06,36.55,24.06,40.77,33.22,16.71,0.005261,5.553,0.071415,0.096149,1.59359,2.0,79.679,78.296,63,0,109,19
B0006,91,2008-05-09T20:28:09,24.0,3082.94,4.1908,3.4591,2.4821,4.1909,3.448,1.7087,-1.8214,-2.0163,0.0002,24.68,36.57,24.68,40.52,33.37,15.85,0.00514,5.391,0.070752,0.090482,1.54639,2.0,77.32,75.977,63,0,109,18
B0006,92,2008-05-10T01:21:56,24.0,3074.27,4.1828,3.4886,2.4524,4.183,3.4399,1.7304,-1.7899,-2.0146,0.002,24.71,35.96,24.71,40.58,33.43,15.86,0.00516,5.2669,0.070304,0.093053,1.51471,2.0,75.735,74.42,63,0,109,17
B0006,93,2008-05-10T06:18:12,24.0,3066.0,4.1839,3.5007,2.4198,4.1839,3.4341,1.764,-1.7769,-2.0144,0.0005,24.47,35.57,24.45,40.52,33.29,16.05,0.005235,5.2022,0.071567,0.09367,1.49898,2.0,74.949,73.648,63,0,109,16
B0006,94,2008-05-10T11:16:04,24.0,3056.44,4.1838,3.5191,2.4707,4.184,3.4326,1.7132,-1.764,-2.0153,0.0007,24.22,35.13,24.22,40.34,33.14,16.12,0.005274,5.1416,0.072351,0.094403,1.48311,2.0,74.156,72.868,63,0,109,15
B0006,95,2008-05-10T16:11:56,24.0,3048.22,4.1833,3.5213,2.4138,4.1836,3.4271,1.7695,-1.7572,-2.0158,0.0021,24.11,35.05,24.11,40.39,33.11,16.28,0.005341,5.0983,0.070338,0.095071,1.47297,2.0,73.648,72.37,63,0,109,14
B0006,96,2008-05-10T21:07:54,24.0,3039.22,4.1832,3.5316,2.4562,4.1834,3.4273,1.7269,-1.7503,-2.0154,0.0017,24.15,34.99,24.15,40.46,33.19,16.31,0.005367,5.0612,0.071483,0.095468,1.46276,2.0,73.138,71.868,63,0,109,13
