battery_id,cycle_number,start_time_iso,ambient_temperature,duration_s_scaled,v_start_scaled,v_end_scaled,v_min_scaled,v_max_scaled,v_mean_scaled,v_drop_scaled,v_std_scaled,voltage_slope_scaled,v_skew_scaled,dc_internal_resistance_scaled,i_mean_scaled,i_min_scaled,i_max_scaled,t_start_scaled,t_end_scaled,t_min_scaled,t_max_scaled,t_mean_scaled,temp_rise_scaled,temp_rise_rate_scaled,temp_std_scaled,energy_wh_scaled,capacity_ah,nominal_capacity_ah,soh_pct,soh_first_cycle_pct,eol_cycle_80,rul_80,eol_cycle_70,rul_70
B0005,11,2008-04-04T09:57:19,24.0,1.6295,-0.00071,-0.35637,-0.45885,-0.008,1.07709,0.48408,0.69926,0.12126,-0.97601,-0.7587,-0.57975,0.21351,0.45505,0.50638,-0.13641,0.49167,-1.04407,-0.737,-1.26749,-1.40488,-1.2353,1.20221,1.82462,2.0,91.231,98.283,75,64,125,114.0
B0005,12,2008-04-04T17:56:27,24.0,1.46998,0.11255,-0.26899,0.89723,0.10584,1.26859,-0.93868,-0.80664,0.05872,0.15684,-0.83478,-0.66189,-0.08171,0.33375,1.16035,0.04755,1.16829,-1.05992,-0.50376,-1.52931,-1.46829,-1.36897,1.17342,1.8142,2.0,90.71,97.722,75,63,125,113.0
B0005,13,2008-04-04T22:01:54,24.0,1.38564,0.04459,-0.3403,0.3072,0.03754,1.23759,-0.32097,-0.20216,0.15601,-0.41677,-0.83384,-0.74404,0.1028,0.03051,1.16035,0.29964,1.14646,-1.01236,-0.55041,-1.47204,-1.41148,-1.34466,1.16683,1.81375,2.0,90.688,97.698,75,62,125,112.0
B0005,14,2008-04-05T02:20:26,24.0,1.3845,-0.01203,-0.36046,-0.05631,-0.01938,1.19382,0.05854,0.14781,0.17802,-0.72595,-0.80754,-0.74318,0.32422,0.2731,0.52818,0.23832,0.53533,-1.05992,-0.737,-1.29204,-1.32562,-1.21829,1.16128,1.81344,2.0,90.672,97.681,75,61,125,111.0
B0005,15,2008-04-05T06:25:01,24.0,1.3044,0.02194,-0.23129,1.24161,0.01477,1.32149,-1.3085,-1.33688,0.0483,0.46602,-0.8066,-0.73719,-1.00428,-0.33339,0.57178,0.00667,0.55715,-1.30568,-0.87695,-1.56204,-1.42073,-1.37869,1.12625,1.8026,2.0,90.13,97.097,75,60,125,110.0
B0005,16,2008-04-05T10:30:32,24.0,1.21945,0.03327,-0.29266,0.82453,0.02616,1.2996,-0.86762,-0.90208,0.13632,0.0398,-0.80284,-0.82619,0.1028,0.7583,0.26659,0.19744,0.25159,-1.31361,-1.00523,-1.45568,-1.33883,-1.31793,1.11966,1.80211,2.0,90.105,97.071,75,59,125,109.0
B0005,17,2008-04-05T14:34:41,24.0,1.13841,-0.00071,-0.37244,0.31791,-0.008,1.27771,-0.3355,-0.37183,0.24635,-0.4711,-0.82445,-0.91689,0.0659,-0.57599,0.33198,0.49041,0.33889,-1.21848,-0.99357,-1.38204,-1.27542,-1.27904,1.11804,1.80258,2.0,90.129,97.096,75,58,125,108.0
B0005,18,2008-04-05T18:39:25,24.0,1.0609,-0.01203,-0.46391,-0.29202,-0.01938,1.25583,0.30643,0.23265,0.37028,-1.09465,-0.81881,-1.00673,-0.52454,-1.36443,0.37558,0.80381,0.38254,-1.09163,-0.95859,-1.26749,-1.18956,-1.24502,1.11538,1.80307,2.0,90.153,97.123,75,57,125,107.0
B0005,19,2008-04-05T22:46:35,24.0,1.06033,0.04459,-0.47882,-0.58665,0.03754,1.23394,0.62215,0.52958,0.38997,-1.33512,-0.81975,-1.00588,-0.11862,0.2731,0.33198,0.85832,0.33889,-1.03614,-0.95859,-1.19386,-1.15521,-1.20128,1.11168,1.80278,2.0,90.139,97.107,75,56,125,106.0
B0005,20,2008-04-18T21:10:19,24.0,1.8795,-0.14794,-0.37858,0.76331,-0.15598,1.12633,-0.81594,-0.24458,0.08883,-0.01572,-0.81693,-0.51044,-0.04481,2.51712,0.76797,-0.40212,0.75359,-1.11542,-0.4921,-1.43931,-1.57396,-1.38355,1.30464,1.84703,2.0,92.351,99.49,75,55,125,105.0
B0005,21,2008-04-19T02:29:09,24.0,1.71917,-0.14794,-0.49752,-0.2262,-0.15598,1.13727,0.22892,0.81591,0.25446,-0.97401,-0.86295,-0.67644,0.17661,-0.15144,1.55274,0.37458,1.56116,-0.68732,-0.10725,-1.29204,-1.44979,-1.24745,1.30476,1.84742,2.0,92.371,99.511,75,54,125,104.0
B0005,22,2008-04-19T07:47:15,24.0,1.63491,-0.17059,-0.38267,0.65158,-0.17875,1.21388,-0.69967,-0.36123,0.14443,-0.16751,-0.8498,-0.66874,-0.04481,0.3944,0.78977,0.03392,0.79724,-1.06785,-0.55041,-1.39022,-1.46432,-1.29363,1.26279,1.83618,2.0,91.809,98.906,75,53,125,103.0
B0005,23,2008-04-19T13:01:42,24.0,1.47766,-0.18191,-0.31546,1.23778,-0.19013,1.29778,-1.31819,-1.24144,0.10157,0.35657,-0.8113,-0.74917,0.25041,1.18284,0.02679,-0.01377,0.03332,-1.33739,-0.93526,-1.39022,-1.4062,-1.27175,1.22198,1.82578,2.0,91.289,98.346,75,52,125,102.0
B0005,24,2008-04-19T18:27:29,24.0,1.55362,-0.17059,-0.31692,0.69979,-0.17875,1.21023,-0.74973,-0.61575,0.08768,-0.05886,-0.80097,-0.66361,-0.19242,0.94024,-0.34379,-0.21135,-0.33772,-1.33739,-1.05188,-1.25931,-1.3745,-1.19398,1.21377,1.82511,2.0,91.256,98.31,75,51,125,101.0
B0005,25,2008-04-19T23:41:55,24.0,1.22974,-0.13661,-0.53522,-0.23921,-0.1446,1.24853,0.24345,0.21144,0.40966,-1.13938,-0.80942,-1.01272,0.21351,-0.33339,-0.38739,0.67436,-0.4032,-1.25019,-1.18017,-1.14477,-1.19881,-1.17211,1.20868,1.82558,2.0,91.279,98.335,75,50,125,100.0
B0005,26,2008-04-20T04:54:41,24.0,1.2264,-0.06866,-0.32539,1.16814,-0.0763,1.34702,-1.23744,-1.35809,0.16991,0.27548,-0.80097,-0.91945,-0.08171,0.7583,-0.58358,0.24513,-0.57781,-1.48802,-1.28512,-1.31659,-1.27542,-1.22558,1.17076,1.81403,2.0,90.702,97.713,75,49,125,99.0
B0005,27,2008-04-20T10:16:28,24.0,1.15032,-0.18191,-0.45924,0.11282,-0.19013,1.26495,-0.13202,-0.26579,0.33901,-0.7639,-0.77655,-1.00845,-2.92321,-0.45469,-0.86697,0.54491,-0.86155,-1.38496,-1.39008,-1.10386,-1.14729,-1.13323,1.16417,1.81477,2.0,90.738,97.753,75,48,125,98.0
B0005,28,2008-04-20T15:37:05,24.0,1.14333,-0.14794,-0.48583,-0.46727,-0.15598,1.21388,0.48165,0.31748,0.3726,-1.274,-0.77091,-1.0093,-0.22932,-1.12183,-0.99777,0.60623,-0.99251,-1.32154,-1.42507,-0.9975,-1.09181,-1.08705,1.15585,1.81397,2.0,90.698,97.71,75,47,125,97.0
B0005,29,2008-04-20T20:50:38,24.0,1.14345,-0.09131,-0.28682,0.98754,-0.09906,1.31602,-1.04849,-1.25204,0.14327,0.17522,-0.77842,-0.91518,-0.15552,1.18284,-0.88877,0.23832,-0.9052,-1.47216,-1.40175,-1.18568,-1.18163,-1.14781,1.12024,1.80277,2.0,90.138,97.106,75,46,125,96.0
B0005,30,2008-04-21T02:15:02,24.0,1.07025,-0.13661,-0.4005,0.07226,-0.1446,1.25583,-0.086,-0.2976,0.29036,-0.72994,-0.77279,-1.00502,0.28731,-0.69728,-0.88877,0.60623,-0.88338,-1.32154,-1.39008,-1.03022,-1.0786,-1.07976,1.11781,1.80408,2.0,90.204,97.177,75,45,125,95.0
B0005,31,2008-04-22T15:33:49,24.0,1.38723,1.38098,-0.40605,0.73882,1.38081,1.223,-0.6811,-1.27325,0.26952,-0.05886,-1.19638,-1.0692,-0.00791,-0.63664,-0.93237,0.51766,-0.92703,-1.10749,-1.0169,-0.79295,-1.09577,-1.019,1.31678,1.8518,2.0,92.59,99.748,75,44,125,94.0
B0005,32,2008-04-22T20:26:18,24.0,1.15723,1.2111,-0.37449,0.75719,1.21005,1.3069,-0.71178,-1.40051,0.2811,-0.08722,-1.36356,-1.14878,-0.59835,-0.39404,-0.0168,0.83107,-0.01033,-1.08371,-0.8303,-1.11204,-1.15389,-1.30092,1.23504,1.8307,2.0,91.535,98.611,75,43,125,93.0
B0005,33,2008-04-23T01:18:11,24.0,1.08042,1.24508,-0.31312,0.93779,1.2442,1.30507,-0.90073,-1.64442,0.22782,0.11889,-1.33256,-1.14364,0.02899,0.03051,-0.43099,0.66755,-0.44685,-1.2264,-1.09853,-1.09568,-1.11558,-1.33008,1.18891,1.8199,2.0,90.995,98.029,75,42,125,92.0
B0005,34,2008-04-23T06:18:19,24.0,1.04293,1.15447,-0.23041,1.09162,1.15313,1.26677,-1.06949,-1.85652,0.13748,0.31902,-1.28185,-1.0923,-1.00428,-0.03014,-1.45555,0.35414,-1.45086,-1.58315,-1.54169,-1.0875,-1.09445,-1.24259,1.14082,1.80931,2.0,90.465,97.459,75,41,125,91.0
B0005,35,2008-04-23T11:08:00,24.0,0.97051,1.2564,-0.27074,0.6401,1.25559,1.22847,-0.58582,-1.3687,0.2035,-0.07165,-1.28654,-1.13594,0.32422,3.42686,-1.39015,0.47678,-1.38538,-1.54351,-1.61166,-1.07113,-1.05746,-1.28634,1.11642,1.80461,2.0,90.23,97.206,75,40,125,90.0
B0005,36,2008-04-23T16:06:25,24.0,0.97083,1.22243,-0.20762,0.96458,1.22143,1.26677,-0.93141,-1.67624,0.12821,0.22794,-1.32035,-1.09059,-1.18879,-0.27274,-0.49639,0.65392,-0.51233,-1.20262,-1.04022,-1.05477,-1.04953,-1.20371,1.10012,1.79938,2.0,89.969,96.924,75,39,125,89.0
B0005,37,2008-04-23T21:02:58,24.0,0.932,1.1658,-0.11819,1.26687,1.16452,1.25583,-1.2544,-2.0262,0.02977,0.54471,-1.28842,-1.03839,0.0659,0.45505,-0.97597,0.32008,-0.97068,-1.41667,-1.33177,-1.0875,-1.05086,-1.20857,1.05272,1.78844,2.0,89.422,96.335,75,38,125,88.0
B0005,38,2008-04-24T01:51:33,24.0,0.85384,1.2564,-0.14742,0.98983,1.25559,1.21753,-0.95483,-1.72926,0.0842,0.28586,-1.2593,-1.08118,-0.15552,-0.39404,-1.52095,0.39502,-1.51634,-1.41667,-1.51837,-0.89113,-0.92404,-1.11622,1.02509,1.78292,2.0,89.146,96.037,75,37,125,87.0
B0005,39,2008-04-24T06:50:00,24.0,0.82034,1.1658,-0.06968,1.27758,1.16452,1.20293,-1.2649,-2.05801,-0.00382,0.57627,-1.21516,-1.03155,-0.48764,0.33375,-2.02233,0.23151,-2.04017,-1.63071,-1.70496,-0.92386,-0.92536,-1.01657,0.98219,1.77303,2.0,88.652,95.505,75,36,125,86.0
B0005,40,2008-04-24T11:49:24,24.0,0.77939,1.18845,-0.15268,0.61561,1.18728,1.15004,-0.56482,-1.30507,0.10505,-0.04049,-1.22643,-1.08203,-0.37693,0.1518,-1.67354,0.60623,-1.66912,-1.15505,-1.42507,-0.56386,-0.7325,-0.88534,0.97745,1.77304,2.0,88.652,95.505,75,35,125,85.0
B0005,41,2008-04-24T16:45:56,24.0,0.78203,1.2111,-0.09511,1.00514,1.21005,1.20476,-0.97421,-1.67624,0.03671,0.32221,-1.29312,-1.03155,-0.04481,-0.21209,-0.40919,0.85151,-0.4032,-0.87759,-0.79532,-0.75204,-0.82497,-0.93394,0.96231,1.76787,2.0,88.394,95.227,75,34,125,84.0
B0005,42,2008-04-24T21:38:11,24.0,0.74133,1.19977,-0.07816,1.02886,1.19867,1.20476,-1.00005,-1.65503,0.02397,0.35417,-1.30157,-1.02898,-0.22932,-0.03014,0.11399,0.90601,0.12063,-0.78245,-0.60872,-0.84204,-0.85271,-1.0263,0.93907,1.76232,2.0,88.116,94.927,75,33,125,83.0
B0005,43,2008-04-25T12:03:44,24.0,0.8046,0.58821,-0.12053,1.16355,0.58395,1.254,-1.18576,-1.23083,0.04251,0.56588,-0.6366,-0.99048,0.28731,-0.81858,-0.47459,0.81063,-0.46868,-1.07578,-1.11019,-0.93204,-0.9214,-0.95582,0.95976,1.76762,2.0,88.381,95.213,75,32,125,82.0
B0005,44,2008-04-25T20:03:55,24.0,0.74234,1.33568,-0.04981,0.86356,1.33527,1.15187,-0.81594,-1.47474,-0.00614,0.21396,-1.24991,-1.02813,-1.92684,0.33375,-0.82337,0.58579,-0.8179,-1.25811,-1.20349,-0.98931,-0.92272,-1.13323,0.93398,1.76267,2.0,88.133,94.946,75,31,125,81.0
B0005,45,2008-04-26T01:04:35,24.0,0.66545,1.15447,-0.02409,0.97988,1.15313,1.10809,-0.9516,-1.61261,-0.02583,0.32701,-1.17853,-1.02214,-0.11862,-0.75793,-1.86974,0.44953,-1.86556,-1.37703,-1.6,-0.71931,-0.75892,-0.96068,0.88288,1.75173,2.0,87.587,94.357,75,30,125,80.0
B0005,46,2008-04-26T05:57:35,24.0,0.5929,1.18845,0.01068,1.22707,1.18728,1.11356,-1.20999,-1.85652,-0.05131,0.55909,-1.16444,-1.01957,0.17661,-0.63664,-2.10953,0.37458,-2.10565,-1.44045,-1.70496,-0.68659,-0.71136,-0.94367,0.84149,1.74185,2.0,87.092,93.825,75,29,125,79.0
B0005,47,2008-04-26T10:58:25,24.0,0.55098,1.15447,0.00309,1.05718,1.15313,1.07162,-1.03315,-1.63382,-0.03394,0.4093,-1.15693,-1.01615,-0.15552,-0.21209,-2.17493,0.37458,-2.17112,-1.32946,-1.66998,-0.55568,-0.62814,-0.84159,0.81351,1.73609,2.0,86.805,93.515,75,28,125,78.0
B0005,48,2008-04-29T12:15:56,24.0,0.8109,0.16917,-0.43323,0.55745,0.16276,1.26859,-0.57532,-1.01873,0.40039,-0.41997,-1.51759,-1.22579,-0.04481,0.3944,5.32401,2.64337,5.33709,0.67623,1.77035,-1.30022,-1.10105,-1.44916,1.07503,1.79362,2.0,89.681,96.614,75,27,125,77.0
B0005,49,2008-04-29T17:05:27,24.0,0.81224,1.24508,-0.22545,1.06866,1.2442,1.31419,-1.03881,-1.53837,0.18612,0.28946,-1.48002,-1.12824,0.02899,0.637,3.25308,1.85986,3.2636,0.02617,0.75575,-1.20204,-1.0535,-1.3398,1.03723,1.78319,2.0,89.159,96.052,75,26,125,76.0
B0005,50,2008-04-29T22:00:04,24.0,0.69964,1.18845,-0.16174,1.08626,1.18728,1.24124,-1.06141,-1.62321,0.134,0.34818,-1.37483,-1.1214,-2.14826,-0.39404,1.37835,1.45788,1.36472,-0.5367,-0.14224,-1.06295,-0.94254,-1.25474,0.96231,1.76736,2.0,88.368,95.199,75,25,125,75.0
B0005,51,2008-04-30T02:43:55,24.0,0.62637,1.14315,-0.15911,0.75413,1.14175,1.16281,-0.7142,-1.28386,0.14559,0.06577,-1.29781,-1.11626,-0.04481,0.5157,0.33198,1.28755,0.33889,-0.71903,-0.59706,-0.86659,-0.81308,-1.09434,0.91097,1.75702,2.0,87.851,94.642,75,24,125,74.0
B0005,52,2008-04-30T07:41:42,24.0,0.59205,1.18845,-0.07816,0.99978,1.18728,1.13363,-0.96936,-1.53837,0.0564,0.3366,-1.23301,-1.06578,-0.22932,0.7583,-0.40919,0.99458,-0.4032,-0.98857,-0.91194,-0.86659,-0.79855,-1.01171,0.86554,1.74687,2.0,87.344,94.095,75,23,125,73.0
B0005,53,2008-04-30T12:28:49,24.0,0.55358,1.2111,-0.10329,0.61637,1.21005,1.08256,-0.56402,-1.09297,0.09694,-0.00414,-1.23582,-1.06492,0.28731,-0.33339,-0.40919,1.08315,-0.42503,-0.74282,-0.85363,-0.61295,-0.65456,-0.87805,0.83952,1.74172,2.0,87.086,93.818,75,22,125,72.0
B0005,54,2008-04-30T17:20:16,24.0,0.55533,1.17712,-0.06734,0.6378,1.1759,1.07891,-0.58905,-1.07176,0.05177,0.03261,-1.24428,-1.01615,-1.44711,-0.51534,0.28839,1.3148,0.27341,-0.49706,-0.41047,-0.61295,-0.6572,-0.79056,0.81825,1.73642,2.0,86.821,93.533,75,21,125,71.0
B0005,55,2008-04-30T22:14:54,24.0,0.52077,1.13182,-0.00714,0.73805,1.13037,1.03879,-0.69725,-1.1566,-0.0154,0.14805,-1.19638,-0.96395,-0.34003,0.1518,-0.1912,0.92645,-0.18494,-0.71111,-0.72534,-0.66204,-0.66381,-0.88534,0.77223,1.72632,2.0,86.316,92.989,75,20,125,70.0
B0005,56,2008-05-01T03:15:33,24.0,0.48417,1.06387,0.0589,1.01891,1.06206,1.02967,-0.99924,-1.47474,-0.08953,0.41529,-1.1682,-0.91175,0.1028,-0.03014,-0.51819,0.75612,-0.51233,-0.80624,-0.85363,-0.6375,-0.63607,-0.84402,0.72714,1.71581,2.0,85.79,92.422,75,19,125,69.0
B0005,57,2008-05-01T08:16:03,24.0,0.44424,1.14315,0.063,0.90412,1.14175,0.99136,-0.87247,-1.28386,-0.08374,0.30823,-1.1419,-0.91004,-0.11862,-0.27274,-0.80158,0.82425,-0.79607,-0.81417,-0.94692,-0.53932,-0.5687,-0.76139,0.70113,1.71053,2.0,85.527,92.138,75,18,125,68.0
B0005,58,2008-05-01T13:14:24,24.0,0.44981,1.1658,0.08491,0.84826,1.16452,0.97313,-0.81271,-1.19902,-0.11154,0.26389,-1.13908,-0.86298,-0.04481,1.84998,-0.53999,0.89238,-0.53416,-0.56841,-0.66703,-0.38386,-0.49208,-0.59857,0.68159,1.70601,2.0,85.301,91.895,75,17,125,67.0
B0005,59,2008-05-01T18:11:10,24.0,0.40902,1.1658,0.09806,0.95004,1.16452,0.98954,-0.91849,-1.22023,-0.11849,0.35257,-1.18792,-0.8587,-1.22569,-0.03014,0.57178,1.06953,0.57898,-0.40193,-0.27052,-0.62932,-0.59512,-0.82458,0.65951,1.70031,2.0,85.016,91.588,75,16,125,66.0
B0005,60,2008-05-01T23:10:15,24.0,0.40768,1.17712,0.11355,0.71816,1.1759,0.92388,-0.67383,-0.9445,-0.13702,0.15205,-1.14942,-0.80736,0.1028,1.84998,0.13579,0.84469,0.14246,-0.44949,-0.45711,-0.50659,-0.53567,-0.73223,0.62991,1.69458,2.0,84.729,91.279,75,15,125,65.0
B0005,61,2008-05-02T03:53:34,24.0,0.33729,1.2111,0.14599,0.96305,1.21005,0.92935,-0.9298,-1.17781,-0.16134,0.35457,-1.12594,-0.80223,-3.62436,0.33375,-0.1258,0.78337,-0.14129,-0.60012,-0.5854,-0.56386,-0.53171,-0.7055,0.58921,1.6849,2.0,84.245,90.758,75,14,125,64.0
B0005,62,2008-05-02T08:44:40,24.0,0.34034,1.18845,0.22606,1.24544,1.18728,0.92023,-1.22937,-1.53837,-0.26095,0.6242,-1.07052,-0.70211,-0.22932,-0.21209,-0.58358,0.48359,-0.59964,-0.63976,-0.76033,-0.44113,-0.46962,-0.66175,0.54447,1.67447,2.0,83.724,90.196,75,13,125,63.0
B0005,63,2008-05-02T13:43:05,24.0,0.30114,1.14315,0.16586,0.81688,1.14175,0.86369,-0.78042,-0.9551,-0.17987,0.22954,-1.08555,-0.74832,-2.18516,2.45647,-0.27839,0.8992,-0.27224,-0.36229,-0.48044,-0.26932,-0.36659,-0.45761,0.54042,1.67457,2.0,83.728,90.201,75,12,125,62.0
B0005,64,2008-05-02T19:07:48,24.0,0.26674,1.00724,0.23162,1.1735,1.00515,0.87828,-1.16638,-1.27325,-0.25863,0.5555,-1.10903,-0.69099,0.28731,0.94024,0.48458,0.5381,0.49167,-0.59219,-0.56207,-0.79295,-0.61361,-0.85861,0.49557,1.66372,2.0,83.186,89.616,75,11,125,61.0
B0005,65,2008-05-02T23:24:17,24.0,0.26751,1.40363,0.24389,1.20794,1.40357,0.8947,-1.17365,-1.35809,-0.2621,0.59584,-1.09212,-0.64478,-0.08171,-0.39404,0.26659,0.72206,0.27341,-0.33058,-0.25886,-0.43295,-0.43264,-0.55482,0.47903,1.65901,2.0,82.951,89.363,75,10,125,60.0
B0005,66,2008-05-03T04:13:08,24.0,0.23087,1.17712,0.22753,0.823,1.1759,0.79256,-0.78445,-0.85966,-0.24126,0.24632,-1.03295,-0.64136,-0.85667,-0.69728,-0.1694,0.74931,-0.18494,-0.27508,-0.37548,-0.22023,-0.30714,-0.39928,0.44816,1.65385,2.0,82.693,89.085,75,9,125,59.0
B0005,67,2008-05-03T09:10:19,24.0,0.19078,1.13182,0.28364,1.20564,1.13037,0.80533,-1.19142,-1.32628,-0.3038,0.56668,-0.99538,-0.58488,-0.48764,-0.09079,-0.49639,0.52447,-0.49051,-0.41778,-0.51542,-0.24477,-0.29658,-0.3847,0.40145,1.64265,2.0,82.133,88.482,75,8,125,58.0
B0005,68,2008-05-03T14:04:34,24.0,0.15479,1.08652,0.26815,0.97223,1.08483,0.74879,-0.94756,-0.99752,-0.27948,0.36096,-0.99726,-0.58232,0.32422,-0.57599,-0.49639,0.59942,-0.51233,-0.33058,-0.4921,-0.15477,-0.23449,-0.31422,0.37683,1.63786,2.0,81.893,88.223,75,7,125,57.0
B0005,69,2008-05-03T18:58:13,24.0,0.15532,1.13182,0.29036,1.02044,1.13037,0.74149,-0.99601,-1.03994,-0.30496,0.41968,-0.98036,-0.53183,-0.93047,0.81894,-0.36559,0.55854,-0.35955,-0.27508,-0.38714,-0.13841,-0.22921,-0.29235,0.35475,1.63274,2.0,81.637,87.948,75,6,125,56.0
B0005,70,2008-05-03T23:42:30,24.0,0.12019,1.2111,0.28159,0.84672,1.21005,0.70137,-0.80706,-0.76422,-0.28527,0.28307,-0.95312,-0.5267,-0.41384,0.2731,-0.27839,0.61304,-0.29407,-0.20374,-0.34049,-0.10568,-0.19222,-0.2559,0.33093,1.62775,2.0,81.388,87.679,75,5,125,55.0
B0005,71,2008-05-04T04:41:40,24.0,0.07851,1.1205,0.27984,0.75566,1.11898,0.65759,-0.71743,-0.61575,-0.27716,0.20518,-0.94936,-0.52327,0.17661,1.06154,-0.36559,0.64711,-0.35955,-0.13239,-0.34049,-0.0075,-0.11956,-0.18785,0.30318,1.62213,2.0,81.106,87.376,75,4,125,54.0
B0005,72,2008-05-04T09:40:11,24.0,0.07956,1.15447,0.35144,1.25386,1.15313,0.70137,-1.24067,-1.24144,-0.36634,0.61342,-0.92682,-0.42145,-0.63525,0.33375,-0.43099,0.34052,-0.42503,-0.2513,-0.37548,-0.0975,-0.16844,-0.23159,0.26144,1.61133,2.0,80.566,86.794,75,3,125,53.0
B0005,73,2008-05-04T14:38:13,24.0,0.04484,1.08652,0.3377,1.02886,1.08483,0.64483,-1.00731,-0.92329,-0.34434,0.42687,-0.90334,-0.41717,-1.22569,-0.03014,-0.47459,0.40865,-0.46868,-0.1641,-0.34049,0.00886,-0.09711,-0.15382,0.23682,1.60656,2.0,80.328,86.538,75,2,125,52.0
B0005,74,2008-05-04T19:37:07,24.0,0.00852,1.10917,0.32689,0.82606,1.1076,0.59194,-0.79253,-0.63696,-0.32233,0.27827,-0.8855,-0.41289,0.21351,0.33375,-0.47459,0.46315,-0.49051,-0.12446,-0.32883,0.04977,-0.05484,-0.10036,0.2115,1.60151,2.0,80.076,86.266,75,1,125,51.0
B0005,75,2008-05-05T00:35:53,24.0,-0.03096,1.1205,0.37832,1.27452,1.11898,0.62841,-1.2649,-1.1672,-0.37908,0.62899,-0.82632,-0.35471,-0.19242,1.00089,-0.60538,0.23832,-0.59964,-0.23545,-0.38714,-0.01568,-0.06805,-0.13681,0.16733,1.59037,2.0,79.518,85.665,75,0,125,50.0
