battery_id,cycle_number,start_time_iso,ambient_temperature,duration_s_scaled,v_start_scaled,v_end_scaled,v_min_scaled,v_max_scaled,v_mean_scaled,v_drop_scaled,v_std_scaled,voltage_slope_scaled,v_skew_scaled,dc_internal_resistance_scaled,i_mean_scaled,i_min_scaled,i_max_scaled,t_start_scaled,t_end_scaled,t_min_scaled,t_max_scaled,t_mean_scaled,temp_rise_scaled,temp_rise_rate_scaled,temp_std_scaled,energy_wh_scaled,capacity_ah,nominal_capacity_ah,soh_pct,soh_first_cycle_pct,eol_cycle_80,rul_80,eol_cycle_70,rul_70
B0005,11,2008-04-04T09:57:19,24.0,1.05285,0.04414,-0.87831,-0.09536,0.0411,0.4854,0.13872,0.58435,0.83883,-2.08854,-0.24614,-0.38873,0.0381,0.5625,0.46296,-0.06877,0.45283,-0.74799,-0.60741,-0.85584,-0.82582,-0.75205,0.75234,1.82462,2.0,91.231,98.283,75,64,125,114.0
B0005,12,2008-04-04T17:56:27,24.0,0.95986,0.11205,-0.77443,0.67274,0.10959,0.57901,-0.67467,-0.40348,0.73398,-0.30769,-0.29611,-0.43723,-0.26667,0.4375,1.01852,0.08596,1.03774,-0.75719,-0.45926,-1.00229,-0.85923,-0.82145,0.73655,1.8142,2.0,90.71,97.722,75,63,125,113.0
B0005,13,2008-04-04T22:01:54,24.0,0.9107,0.07131,-0.8592,0.33853,0.06849,0.56385,-0.32152,-0.00696,0.89709,-1.20942,-0.2955,-0.48573,-0.07619,0.125,1.01852,0.29799,1.01887,-0.72957,-0.48889,-0.97025,-0.8293,-0.80883,0.73293,1.81375,2.0,90.688,97.698,75,62,125,112.0
B0005,14,2008-04-05T02:20:26,24.0,0.91003,0.03735,-0.88318,0.13264,0.03425,0.54246,-0.10456,0.22261,0.93398,-1.69545,-0.27822,-0.48522,0.15238,0.375,0.48148,0.24642,0.49057,-0.75719,-0.60741,-0.86957,-0.78406,-0.74322,0.72989,1.81344,2.0,90.672,97.681,75,61,125,111.0
B0005,15,2008-04-05T06:25:01,24.0,0.86334,0.05772,-0.72961,0.86779,0.05479,0.60486,-0.88609,-0.7513,0.7165,0.17834,-0.27761,-0.48169,-1.21905,-0.25,0.51852,0.05158,0.50943,-0.89988,-0.6963,-1.02059,-0.83417,-0.8265,0.71067,1.8026,2.0,90.13,97.097,75,60,125,110.0
B0005,16,2008-04-05T10:30:32,24.0,0.81382,0.06452,-0.80257,0.63156,0.06164,0.59416,-0.63405,-0.46609,0.86408,-0.49168,-0.27514,-0.53423,-0.07619,0.875,0.25926,0.21203,0.24528,-0.90449,-0.77778,-0.9611,-0.79102,-0.79495,0.70706,1.80211,2.0,90.105,97.071,75,59,125,109.0
B0005,17,2008-04-05T14:34:41,24.0,0.76658,0.04414,-0.89742,0.3446,0.0411,0.58346,-0.32983,-0.11826,1.04854,-1.29482,-0.28933,-0.58777,-0.11429,-0.5,0.31481,0.45845,0.32075,-0.84925,-0.77037,-0.91991,-0.75761,-0.77476,0.70617,1.80258,2.0,90.129,97.096,75,58,125,108.0
B0005,18,2008-04-05T18:39:25,24.0,0.7214,0.03735,-1.00617,-0.00087,0.03425,0.57277,0.03716,0.27826,1.25631,-2.27504,-0.28563,-0.64082,-0.72381,-1.3125,0.35185,0.72206,0.35849,-0.7756,-0.74815,-0.85584,-0.71237,-0.7571,0.70471,1.80307,2.0,90.153,97.123,75,57,125,107.0
B0005,19,2008-04-05T22:46:35,24.0,0.72107,0.07131,-1.02389,-0.16775,0.06849,0.56207,0.21766,0.47304,1.28932,-2.65306,-0.28624,-0.64031,-0.30476,0.375,0.31481,0.76791,0.32075,-0.74338,-0.74815,-0.81465,-0.69428,-0.73438,0.70268,1.80278,2.0,90.139,97.107,75,56,125,106.0
B0005,20,2008-04-18T21:10:19,24.0,1.19858,-0.04414,-0.90472,0.59688,-0.04795,0.50947,-0.6045,-0.03478,0.78447,-0.57896,-0.28439,-0.34782,-0.22857,2.6875,0.68519,-0.29226,0.67925,-0.78941,-0.45185,-0.95195,-0.91491,-0.82902,0.80853,1.84703,2.0,92.351,99.49,75,55,125,105.0
B0005,21,2008-04-19T02:29:09,24.0,1.10511,-0.04414,-1.04612,0.03641,-0.04795,0.51482,-0.00716,0.66087,1.06214,-2.0854,-0.31462,-0.44582,0.0,-0.0625,1.35185,0.36103,1.37736,-0.54085,-0.20741,-0.86957,-0.84949,-0.75836,0.80859,1.84742,2.0,92.371,99.511,75,54,125,104.0
B0005,22,2008-04-19T07:47:15,24.0,1.056,-0.05772,-0.90958,0.53359,-0.06164,0.55226,-0.53803,-0.1113,0.87767,-0.81758,-0.30598,-0.44127,-0.22857,0.5,0.7037,0.0745,0.71698,-0.7618,-0.48889,-0.92449,-0.85714,-0.78233,0.78557,1.83618,2.0,91.809,98.906,75,53,125,103.0
B0005,23,2008-04-19T13:01:42,24.0,0.96434,-0.06452,-0.82967,0.86563,-0.06849,0.59327,-0.89163,-0.6887,0.80583,0.00628,-0.28069,-0.48876,0.07619,1.3125,0.05556,0.03438,0.0566,-0.9183,-0.73333,-0.92449,-0.82652,-0.77098,0.76318,1.82578,2.0,91.289,98.346,75,52,125,102.0
B0005,24,2008-04-19T18:27:29,24.0,1.00862,-0.05772,-0.83141,0.5609,-0.06164,0.55048,-0.56665,-0.27826,0.78252,-0.64678,-0.2739,-0.43824,-0.38095,1.0625,-0.25926,-0.13181,-0.26415,-0.9183,-0.80741,-0.85126,-0.80981,-0.7306,0.75868,1.82511,2.0,91.256,98.31,75,51,125,101.0
B0005,25,2008-04-19T23:41:55,24.0,0.81982,-0.03735,-1.09094,0.02904,-0.0411,0.5692,0.00115,0.26435,1.32233,-2.34537,-0.27946,-0.64435,0.0381,-0.25,-0.2963,0.61318,-0.32075,-0.86766,-0.88889,-0.78719,-0.71724,-0.71924,0.75589,1.82558,2.0,91.279,98.335,75,50,125,100.0
B0005,26,2008-04-20T04:54:41,24.0,0.81787,0.0034,-0.84148,0.82618,0.0,0.61734,-0.84547,-0.76522,0.92039,-0.12119,-0.2739,-0.58929,-0.26667,0.875,-0.46296,0.25215,-0.4717,-1.00575,-0.95556,-0.8833,-0.75761,-0.747,0.73509,1.81403,2.0,90.702,97.713,75,49,125,99.0
B0005,27,2008-04-20T10:16:28,24.0,0.77353,-0.06452,-1.00061,0.22844,-0.06849,0.57722,-0.2135,-0.0487,1.20388,-1.7551,-0.25787,-0.64183,-3.2,-0.375,-0.7037,0.5043,-0.71698,-0.94591,-1.02222,-0.7643,-0.6901,-0.69905,0.73147,1.81477,2.0,90.738,97.753,75,48,125,98.0
B0005,28,2008-04-20T15:37:05,24.0,0.76945,-0.04414,-1.03222,-0.10013,-0.04795,0.55226,0.13733,0.33391,1.26019,-2.55699,-0.25416,-0.64233,-0.41905,-1.0625,-0.81481,0.55587,-0.83019,-0.90909,-1.04444,-0.70481,-0.66087,-0.67508,0.72691,1.81397,2.0,90.698,97.71,75,47,125,97.0
B0005,29,2008-04-20T20:50:38,24.0,0.76952,-0.01019,-0.79562,0.72388,-0.0137,0.60218,-0.73745,-0.69565,0.87573,-0.27881,-0.2591,-0.58676,-0.34286,1.3125,-0.72222,0.24642,-0.75472,-0.99655,-1.02963,-0.81007,-0.7082,-0.70662,0.70737,1.80277,2.0,90.138,97.106,75,46,125,96.0
B0005,30,2008-04-21T02:15:02,24.0,0.72685,-0.03735,-0.93077,0.20546,-0.0411,0.57277,-0.18719,-0.06957,1.12233,-1.70173,-0.2554,-0.63981,0.11429,-0.625,-0.72222,0.55587,-0.73585,-0.90909,-1.02222,-0.72311,-0.65391,-0.67129,0.70604,1.80408,2.0,90.204,97.177,75,45,125,95.0
B0005,31,2008-04-22T15:33:49,24.0,0.91162,0.87267,-0.93738,0.58301,0.87671,0.55672,-0.52741,-0.70957,1.08738,-0.64678,-0.53362,-0.6777,-0.19048,-0.5625,-0.75926,0.48138,-0.77358,-0.78481,-0.78519,-0.59039,-0.66295,-0.63975,0.81519,1.8518,2.0,92.59,99.748,75,44,125,94.0
B0005,32,2008-04-22T20:26:18,24.0,0.77756,0.7708,-0.89985,0.59341,0.77397,0.59773,-0.54495,-0.79304,1.1068,-0.69137,-0.64343,-0.72468,-0.8,-0.3125,0.01852,0.74499,0.01887,-0.771,-0.66667,-0.76888,-0.69358,-0.78612,0.77035,1.8307,2.0,91.535,98.611,75,43,125,93.0
B0005,33,2008-04-23T01:18:11,24.0,0.73278,0.79117,-0.82689,0.69571,0.79452,0.59684,-0.65297,-0.95304,1.01748,-0.36735,-0.62307,-0.72165,-0.15238,0.125,-0.33333,0.60745,-0.35849,-0.85386,-0.83704,-0.75973,-0.67339,-0.80126,0.74505,1.8199,2.0,90.995,98.029,75,42,125,92.0
B0005,34,2008-04-23T06:18:19,24.0,0.71092,0.73684,-0.72857,0.78283,0.73973,0.57811,-0.74945,-1.09217,0.86602,-0.05275,-0.58976,-0.69134,-1.21905,0.0625,-1.2037,0.34384,-1.22642,-1.06099,-1.11852,-0.75515,-0.66226,-0.75584,0.71866,1.80931,2.0,90.465,97.459,75,41,125,91.0
B0005,35,2008-04-23T11:08:00,24.0,0.66871,0.79796,-0.77651,0.52709,0.80137,0.55939,-0.47294,-0.77217,0.9767,-0.66688,-0.59284,-0.7171,0.15238,3.625,-1.14815,0.44699,-1.16981,-1.03797,-1.16296,-0.746,-0.64277,-0.77855,0.70528,1.80461,2.0,90.23,97.206,75,40,125,90.0
B0005,36,2008-04-23T16:06:25,24.0,0.6689,0.77759,-0.70147,0.71088,0.78082,0.57811,-0.67051,-0.97391,0.85049,-0.19592,-0.61505,-0.69033,-1.40952,-0.1875,-0.38889,0.59599,-0.41509,-0.84005,-0.8,-0.73684,-0.63859,-0.73565,0.69634,1.79938,2.0,89.969,96.924,75,39,125,89.0
B0005,37,2008-04-23T21:02:58,24.0,0.64626,0.74363,-0.59515,0.8821,0.74658,0.57277,-0.85516,-1.20348,0.68544,0.30204,-0.59408,-0.65951,-0.11429,0.5625,-0.7963,0.31519,-0.81132,-0.96433,-0.98519,-0.75515,-0.63929,-0.73817,0.67033,1.78844,2.0,89.422,96.335,75,38,125,88.0
B0005,38,2008-04-24T01:51:33,24.0,0.6007,0.79796,-0.6299,0.72518,0.80137,0.55405,-0.6839,-1.0087,0.7767,-0.10487,-0.57495,-0.68477,-0.34286,-0.3125,-1.25926,0.37822,-1.28302,-0.96433,-1.1037,-0.64531,-0.57247,-0.69022,0.65518,1.78292,2.0,89.146,96.037,75,37,125,87.0
B0005,39,2008-04-24T06:50:00,24.0,0.58117,0.74363,-0.53748,0.88817,0.74658,0.54691,-0.86117,-1.22435,0.62913,0.35165,-0.54596,-0.65547,-0.68571,0.4375,-1.68519,0.24069,-1.73585,-1.08861,-1.22222,-0.66362,-0.57317,-0.63849,0.63165,1.77303,2.0,88.652,95.505,75,36,125,86.0
B0005,40,2008-04-24T11:49:24,24.0,0.5573,0.75722,-0.63615,0.51322,0.76027,0.52106,-0.46093,-0.73043,0.81165,-0.6179,-0.55336,-0.68527,-0.57143,0.25,-1.38889,0.55587,-1.41509,-0.81243,-1.04444,-0.46224,-0.47155,-0.57035,0.62905,1.77304,2.0,88.652,95.505,75,35,125,85.0
B0005,41,2008-04-24T16:45:56,24.0,0.55884,0.7708,-0.56771,0.73385,0.77397,0.5478,-0.69498,-0.97391,0.69709,-0.04772,-0.59716,-0.65547,-0.22857,-0.125,-0.31481,0.76218,-0.32075,-0.65132,-0.64444,-0.56751,-0.52027,-0.59558,0.62074,1.76787,2.0,88.394,95.227,75,34,125,84.0
B0005,42,2008-04-24T21:38:11,24.0,0.53512,0.76401,-0.54755,0.74729,0.76712,0.5478,-0.70975,-0.96,0.67573,0.00251,-0.60271,-0.65395,-0.41905,0.0625,0.12963,0.80802,0.13208,-0.59609,-0.52593,-0.61785,-0.53489,-0.64353,0.60799,1.76232,2.0,88.116,94.927,75,33,125,83.0
B0005,43,2008-04-25T12:03:44,24.0,0.572,0.39728,-0.59793,0.82358,0.39726,0.57187,-0.81593,-0.68174,0.7068,0.33532,-0.16595,-0.63122,0.11429,-0.75,-0.37037,0.72779,-0.37736,-0.7664,-0.84444,-0.66819,-0.57108,-0.60694,0.61934,1.76762,2.0,88.381,95.213,75,32,125,82.0
B0005,44,2008-04-25T20:03:55,24.0,0.53571,0.8455,-0.51385,0.65366,0.84932,0.52195,-0.6045,-0.84174,0.62524,-0.2179,-0.56878,-0.65345,-2.17143,0.4375,-0.66667,0.53868,-0.67925,-0.87227,-0.9037,-0.70023,-0.57178,-0.69905,0.6052,1.76267,2.0,88.133,94.946,75,31,125,81.0
B0005,45,2008-04-26T01:04:35,24.0,0.49089,0.73684,-0.48328,0.71955,0.73973,0.50056,-0.68205,-0.93217,0.59223,-0.04019,-0.5219,-0.64991,-0.30476,-0.6875,-1.55556,0.42407,-1.58491,-0.94131,-1.15556,-0.5492,-0.48547,-0.60946,0.57717,1.75173,2.0,87.587,94.357,75,30,125,80.0
B0005,46,2008-04-26T05:57:35,24.0,0.4486,0.75722,-0.44194,0.85956,0.76027,0.50323,-0.82977,-1.09217,0.54951,0.32465,-0.51265,-0.6484,0.0,-0.5625,-1.75926,0.36103,-1.79245,-0.97814,-1.22222,-0.53089,-0.46041,-0.60063,0.55446,1.74185,2.0,87.092,93.825,75,29,125,79.0
B0005,47,2008-04-26T10:58:25,24.0,0.42416,0.73684,-0.45097,0.76333,0.73973,0.48273,-0.72868,-0.94609,0.57864,0.08917,-0.50771,-0.64638,-0.34286,-0.125,-1.81481,0.36103,-1.84906,-0.91369,-1.2,-0.45767,-0.41657,-0.54763,0.53912,1.73609,2.0,86.805,93.515,75,28,125,78.0
B0005,48,2008-04-29T12:15:56,24.0,0.57567,0.14601,-0.96969,0.48028,0.14384,0.57901,-0.46694,-0.54261,1.3068,-1.21444,-0.7446,-0.77014,-0.22857,0.5,4.55556,2.26934,4.64151,0.25086,0.98519,-0.87414,-0.66574,-0.86309,0.68257,1.79362,2.0,89.681,96.614,75,27,125,77.0
B0005,49,2008-04-29T17:05:27,24.0,0.57646,0.79117,-0.72266,0.76983,0.79452,0.60129,-0.73191,-0.88348,0.94757,-0.09922,-0.71993,-0.71255,-0.15238,0.75,2.7963,1.61032,2.84906,-0.12658,0.34074,-0.81922,-0.64068,-0.80631,0.66184,1.78319,2.0,89.159,96.052,75,26,125,76.0
B0005,50,2008-04-29T22:00:04,24.0,0.51082,0.75722,-0.64692,0.7798,0.76027,0.56563,-0.74484,-0.93913,0.86019,-0.00691,-0.65083,-0.70851,-2.4,-0.3125,1.2037,1.27221,1.20755,-0.45339,-0.22963,-0.74142,-0.58222,-0.76215,0.62074,1.76736,2.0,88.368,95.199,75,25,125,75.0
B0005,51,2008-04-30T02:43:55,24.0,0.46811,0.73005,-0.64379,0.59168,0.73288,0.5273,-0.54634,-0.71652,0.87961,-0.45086,-0.60025,-0.70548,-0.22857,0.625,0.31481,1.12894,0.32075,-0.55926,-0.51852,-0.63158,-0.51401,-0.67886,0.59258,1.75702,2.0,87.851,94.642,75,24,125,74.0
B0005,52,2008-04-30T07:41:42,24.0,0.4481,0.75722,-0.54755,0.73082,0.76027,0.51304,-0.69221,-0.88348,0.7301,-0.02512,-0.55768,-0.67568,-0.41905,0.875,-0.31481,0.88252,-0.32075,-0.71577,-0.71852,-0.63158,-0.50635,-0.63596,0.56765,1.74687,2.0,87.344,94.095,75,23,125,73.0
B0005,53,2008-04-30T12:28:49,24.0,0.42568,0.7708,-0.57743,0.51365,0.77397,0.48808,-0.46047,-0.5913,0.79806,-0.56075,-0.55953,-0.67517,0.11429,-0.25,-0.31481,0.95702,-0.33962,-0.57307,-0.68148,-0.4897,-0.43049,-0.56656,0.55339,1.74172,2.0,87.086,93.818,75,22,125,72.0
B0005,54,2008-04-30T17:20:16,24.0,0.4267,0.75042,-0.5347,0.52579,0.75342,0.48629,-0.47478,-0.57739,0.72233,-0.50298,-0.56508,-0.64638,-1.67619,-0.4375,0.27778,1.15186,0.26415,-0.43038,-0.4,-0.4897,-0.43188,-0.52114,0.54172,1.73642,2.0,86.821,93.533,75,21,125,71.0
B0005,55,2008-04-30T22:14:54,24.0,0.40655,0.72326,-0.46313,0.58257,0.72603,0.46668,-0.53664,-0.63304,0.60971,-0.32151,-0.53362,-0.61556,-0.53333,0.25,-0.12963,0.82521,-0.13208,-0.55466,-0.6,-0.51716,-0.43536,-0.57035,0.51647,1.72632,2.0,86.316,92.989,75,20,125,70.0
B0005,56,2008-05-01T03:15:33,24.0,0.38522,0.68251,-0.38461,0.74166,0.68493,0.46222,-0.70929,-0.84174,0.48544,0.09859,-0.51511,-0.58474,-0.07619,0.0625,-0.40741,0.68195,-0.41509,-0.6099,-0.68148,-0.50343,-0.42074,-0.5489,0.49174,1.71581,2.0,85.79,92.422,75,19,125,69.0
B0005,57,2008-05-01T08:16:03,24.0,0.36194,0.73005,-0.37974,0.67664,0.73288,0.4435,-0.63681,-0.71652,0.49515,-0.0697,-0.49784,-0.58373,-0.30476,-0.1875,-0.64815,0.73926,-0.66038,-0.6145,-0.74074,-0.44851,-0.38524,-0.50599,0.47747,1.71053,2.0,85.527,92.138,75,18,125,68.0
B0005,58,2008-05-01T13:14:24,24.0,0.36519,0.74363,-0.35369,0.64499,0.74658,0.43459,-0.60265,-0.66087,0.44854,-0.1394,-0.49599,-0.55595,-0.22857,2.0,-0.42593,0.79656,-0.43396,-0.47181,-0.56296,-0.36156,-0.34488,-0.42145,0.46675,1.70601,2.0,85.301,91.895,75,17,125,67.0
B0005,59,2008-05-01T18:11:10,24.0,0.34141,0.74363,-0.33805,0.70264,0.74658,0.44261,-0.66313,-0.67478,0.43689,0.0,-0.52807,-0.55342,-1.44762,0.0625,0.51852,0.94556,0.5283,-0.37514,-0.31111,-0.49886,-0.39916,-0.5388,0.45464,1.70031,2.0,85.016,91.588,75,16,125,66.0
B0005,60,2008-05-01T23:10:15,24.0,0.34063,0.75042,-0.31964,0.5713,0.75342,0.41052,-0.52325,-0.49391,0.40583,-0.31523,-0.50278,-0.52311,-0.07619,2.0,0.14815,0.75645,0.15094,-0.40276,-0.42963,-0.43021,-0.36784,-0.49085,0.4384,1.69458,2.0,84.729,91.279,75,15,125,65.0
B0005,61,2008-05-02T03:53:34,24.0,0.2996,0.7708,-0.28107,0.71001,0.77397,0.41319,-0.66959,-0.64696,0.36505,0.00314,-0.48735,-0.52008,-3.92381,0.4375,-0.07407,0.70487,-0.09434,-0.49022,-0.51111,-0.46224,-0.36576,-0.47697,0.41608,1.6849,2.0,84.245,90.758,75,14,125,64.0
B0005,62,2008-05-02T08:44:40,24.0,0.30138,0.75722,-0.18588,0.86996,0.76027,0.40874,-0.84085,-0.88348,0.19806,0.427,-0.45096,-0.46097,-0.41905,-0.125,-0.46296,0.45272,-0.49057,-0.51323,-0.62222,-0.39359,-0.33304,-0.45426,0.39153,1.67447,2.0,83.724,90.196,75,13,125,63.0
B0005,63,2008-05-02T13:43:05,24.0,0.27853,0.73005,-0.25745,0.62722,0.73288,0.3811,-0.58419,-0.50087,0.33398,-0.19341,-0.46083,-0.48825,-2.4381,2.625,-0.2037,0.80229,-0.20755,-0.35213,-0.44444,-0.29748,-0.27875,-0.34826,0.38931,1.67457,2.0,83.728,90.201,75,12,125,62.0
B0005,64,2008-05-02T19:07:48,24.0,0.25847,0.64856,-0.17928,0.82922,0.65068,0.38823,-0.80485,-0.70957,0.20194,0.319,-0.47625,-0.45441,0.11429,1.0625,0.44444,0.49857,0.45283,-0.48562,-0.4963,-0.59039,-0.40891,-0.55647,0.36471,1.66372,2.0,83.186,89.616,75,11,125,61.0
B0005,65,2008-05-02T23:24:17,24.0,0.25892,0.88625,-0.16468,0.84872,0.89041,0.39626,-0.809,-0.76522,0.19612,0.38242,-0.46514,-0.42713,-0.26667,-0.3125,0.25926,0.6533,0.26415,-0.33372,-0.3037,-0.38902,-0.31355,-0.39874,0.35564,1.65901,2.0,82.951,89.363,75,10,125,60.0
B0005,66,2008-05-03T04:13:08,24.0,0.23757,0.75042,-0.18414,0.63069,0.75342,0.34633,-0.5865,-0.43826,0.23107,-0.16703,-0.42628,-0.42511,-1.06667,-0.625,-0.11111,0.67622,-0.13208,-0.3015,-0.37778,-0.27002,-0.24743,-0.31798,0.3387,1.65385,2.0,82.693,89.085,75,9,125,59.0
B0005,67,2008-05-03T09:10:19,24.0,0.2142,0.72326,-0.11743,0.84742,0.72603,0.35257,-0.81916,-0.74435,0.12621,0.33658,-0.4016,-0.39177,-0.68571,0.0,-0.38889,0.48711,-0.39623,-0.38435,-0.46667,-0.28375,-0.24187,-0.31041,0.31308,1.64265,2.0,82.133,88.482,75,8,125,58.0
B0005,68,2008-05-03T14:04:34,24.0,0.19322,0.6961,-0.13585,0.71521,0.69863,0.32494,-0.67975,-0.5287,0.16699,0.01319,-0.40284,-0.39025,0.15238,-0.5,-0.38889,0.55014,-0.41509,-0.33372,-0.45185,-0.23341,-0.20915,-0.27382,0.29957,1.63786,2.0,81.893,88.223,75,7,125,57.0
B0005,69,2008-05-03T18:58:13,24.0,0.19353,0.72326,-0.10944,0.74252,0.72603,0.32137,-0.70744,-0.55652,0.12427,0.10549,-0.39173,-0.36044,-1.14286,0.9375,-0.27778,0.51576,-0.28302,-0.3015,-0.38519,-0.22426,-0.20637,-0.26246,0.28746,1.63274,2.0,81.637,87.948,75,6,125,56.0
B0005,70,2008-05-03T23:42:30,24.0,0.17305,0.7708,-0.11986,0.64413,0.77397,0.30176,-0.59942,-0.37565,0.15728,-0.10926,-0.37384,-0.35741,-0.60952,0.375,-0.2037,0.5616,-0.22642,-0.26007,-0.35556,-0.20595,-0.18688,-0.24353,0.27439,1.62775,2.0,81.388,87.679,75,5,125,55.0
B0005,71,2008-05-04T04:41:40,24.0,0.14875,0.71647,-0.12195,0.59254,0.71918,0.28037,-0.54818,-0.27826,0.17087,-0.23171,-0.37138,-0.35539,0.0,1.1875,-0.27778,0.59026,-0.28302,-0.21864,-0.35556,-0.15103,-0.1486,-0.2082,0.25917,1.62213,2.0,81.106,87.376,75,4,125,54.0
B0005,72,2008-05-04T09:40:11,24.0,0.14937,0.73684,-0.03683,0.87473,0.73973,0.30176,-0.84732,-0.6887,0.02136,0.41005,-0.35657,-0.29528,-0.8381,0.4375,-0.33333,0.33238,-0.33962,-0.28769,-0.37778,-0.20137,-0.17435,-0.23091,0.23628,1.61133,2.0,80.566,86.794,75,3,125,53.0
B0005,73,2008-05-04T14:38:13,24.0,0.12912,0.6961,-0.05316,0.74729,0.69863,0.27413,-0.71391,-0.48,0.05825,0.1168,-0.34115,-0.29275,-1.44762,0.0625,-0.37037,0.38968,-0.37736,-0.23705,-0.35556,-0.14188,-0.13677,-0.19054,0.22277,1.60656,2.0,80.328,86.538,75,2,125,52.0
B0005,74,2008-05-04T19:37:07,24.0,0.10796,0.70968,-0.06601,0.63242,0.71233,0.24827,-0.59111,-0.29217,0.09515,-0.1168,-0.32943,-0.29022,0.0381,0.4375,-0.37037,0.43553,-0.39623,-0.21404,-0.34815,-0.11899,-0.11449,-0.16278,0.20888,1.60151,2.0,80.076,86.266,75,1,125,51.0
B0005,75,2008-05-05T00:35:53,24.0,0.08494,0.71647,-0.00486,0.88643,0.71918,0.2661,-0.86117,-0.64,0.0,0.43454,-0.29056,-0.25587,-0.38095,1.125,-0.48148,0.24642,-0.49057,-0.27848,-0.38519,-0.15561,-0.12145,-0.1817,0.18465,1.59037,2.0,79.518,85.665,75,0,125,50.0
