battery_id,cycle_number,start_time_iso,ambient_temperature,duration_s,v_start,v_end,v_min,v_max,v_mean,v_drop,i_mean,i_min,i_max,t_start,t_end,t_min,t_max,t_mean,temp_rise,temp_rise_rate,energy_wh,re_electrolyte_ohms,rct_charge_transfer_ohms,capacity_ah,nominal_capacity_ah,soh_pct,soh_first_cycle_pct,eol_cycle_80,rul_80,eol_cycle_70,rul_70
B0018,36,2008-07-16T10:05:40,24.0,3236.51,4.1898,3.416,2.3234,4.19,3.5132,1.8664,-1.837,-2.0131,0.0023,23.32,34.43,23.32,37.59,30.99,14.27,0.004409,5.8407,0.062054,0.084104,1.63877,2.0,81.939,88.343,45,9,97,61
B0018,37,2008-07-16T13:57:42,24.0,3230.73,4.1883,3.455,2.4985,4.1883,3.5172,1.6898,-1.8212,-2.014,0.0042,23.25,33.9,23.25,37.36,30.97,14.11,0.004367,5.7814,0.062054,0.084104,1.62765,2.0,81.382,87.744,45,8,97,60
B0018,38,2008-07-16T17:51:36,24.0,3222.09,4.1897,3.4363,2.3502,4.1897,3.512,1.8395,-1.827,-2.0127,0.0031,23.49,34.57,23.49,37.9,31.29,14.41,0.004471,5.7783,0.062054,0.084104,1.62215,2.0,81.108,87.447,45,7,97,59
B0018,39,2008-07-16T22:13:57,24.0,3220.34,4.1858,3.445,2.3338,4.1862,3.5091,1.8521,-1.8191,-2.0126,0.0062,23.65,34.51,23.65,38.03,31.41,14.38,0.004464,5.745,0.061269,0.087113,1.61401,2.0,80.7,87.008,45,6,97,58
B0018,40,2008-07-18T17:28:12,24.0,3250.75,4.189,3.3363,2.3176,4.1896,3.5161,1.8713,-1.8694,-2.0132,0.0027,23.02,34.93,23.02,37.42,30.76,14.41,0.004431,5.9776,0.062706,0.083811,1.67605,2.0,83.803,90.353,45,5,97,57
B0018,41,2008-07-18T21:19:44,24.0,3239.34,4.1866,3.4069,2.4924,4.1866,3.519,1.6942,-1.8398,-2.0122,0.0036,23.38,34.21,23.38,37.33,30.98,13.94,0.004304,5.8639,0.062706,0.083811,1.6493,2.0,82.465,88.911,45,4,97,56
B0018,42,2008-07-19T01:10:07,24.0,3222.25,4.1893,3.4085,2.3728,4.1894,3.5124,1.8165,-1.838,-2.0128,0.0076,23.15,34.2,23.14,37.31,30.8,14.16,0.004393,5.8165,0.062706,0.083811,1.63238,2.0,81.619,87.999,45,3,97,55
B0018,43,2008-07-19T05:01:04,24.0,3206.16,4.1883,3.4246,2.3561,4.1886,3.5082,1.8322,-1.8296,-2.0129,0.0077,22.89,33.94,22.88,37.23,30.62,14.35,0.004475,5.7526,0.062706,0.083811,1.61642,2.0,80.821,87.138,45,2,97,54
B0018,44,2008-07-19T09:25:29,24.0,3197.97,4.1886,3.451,2.4644,4.1888,3.5086,1.7242,-1.8211,-2.0136,0.0029,22.57,33.48,22.57,36.95,30.4,14.38,0.004497,5.7084,0.06023,0.087785,1.6109,2.0,80.545,86.841,45,1,97,53
B0018,45,2008-07-19T13:53:00,24.0,3181.62,4.1885,3.4471,2.4195,4.1886,3.5052,1.769,-1.8199,-2.013,0.0029,22.55,33.53,22.55,37.0,30.38,14.45,0.004542,5.6719,0.061802,0.085163,1.59546,2.0,79.773,86.009,45,0,97,52
B0018,46,2008-07-29T18:34:27,24.0,3302.36,4.1884,3.1533,2.3422,4.1885,3.5232,1.8461,-1.8951,-2.0233,0.0074,23.13,34.64,23.13,36.71,30.58,13.59,0.004114,6.1729,0.061802,0.085163,1.72671,2.0,86.335,93.084,45,0,97,51
B0018,47,2008-07-29T22:21:53,24.0,3285.81,4.1894,3.221,2.3755,4.1896,3.5273,1.8139,-1.8868,-2.0127,0.0033,23.41,34.52,23.41,36.73,30.71,13.32,0.004054,6.121,0.061802,0.085163,1.71657,2.0,85.828,92.537,45,0,97,50
B0018,48,2008-07-30T02:09:48,24.0,3260.02,4.1896,3.2795,2.4146,4.1896,3.5268,1.775,-1.8787,-2.0116,0.0043,23.28,34.4,23.27,36.73,30.63,13.45,0.004126,6.0434,0.061802,0.085163,1.69582,2.0,84.791,91.419,45,0,97,49
B0018,49,2008-07-30T05:57:02,24.0,3240.03,4.1892,3.3129,2.3845,4.1894,3.523,1.8048,-1.8705,-2.0126,0.0042,23.2,34.34,23.2,36.79,30.6,13.58,0.004192,5.9733,0.061802,0.085163,1.67778,2.0,83.889,90.446,45,0,97,48
B0018,50,2008-07-30T09:52:21,24.0,3232.26,4.1872,3.3472,2.3986,4.1876,3.5198,1.7886,-1.8563,-2.0134,0.0024,23.12,34.03,23.12,36.76,30.53,13.63,0.004218,5.9081,0.061802,0.085163,1.66066,2.0,83.033,89.523,45,0,97,47
B0018,51,2008-07-30T19:28:07,24.0,3232.03,4.1887,3.3418,2.4557,4.1888,3.5251,1.733,-1.8625,-2.0131,0.0027,23.77,34.78,23.77,37.35,31.2,13.58,0.004201,5.9364,0.06336,0.086008,1.66641,2.0,83.321,89.833,45,0,97,46
B0018,52,2008-07-30T23:16:54,24.0,3209.51,4.1886,3.341,2.3237,4.1892,3.5185,1.8649,-1.8607,-2.0126,0.0039,23.73,34.91,23.73,37.48,31.17,13.75,0.004283,5.8796,0.06336,0.086008,1.64683,2.0,82.342,88.778,45,0,97,45
B0018,53,2008-07-31T02:46:18,24.0,3196.12,4.1858,3.3939,2.4881,4.1868,3.5191,1.6977,-1.8384,-2.0267,0.011,23.56,34.07,23.55,37.13,30.97,13.57,0.004244,5.7823,0.06336,0.086008,1.62576,2.0,81.288,87.642,45,0,97,44
B0018,54,2008-07-31T06:15:17,24.0,3172.56,4.1863,3.3794,2.3307,4.1879,3.5114,1.8557,-1.8437,-2.0133,0.0143,23.31,34.33,23.31,37.19,30.82,13.88,0.004375,5.7451,0.06336,0.086008,1.61216,2.0,80.608,86.909,45,0,97,43
B0018,55,2008-07-31T10:10:14,24.0,3172.74,4.189,3.4006,2.3894,4.1892,3.5108,1.7996,-1.8363,-2.0187,0.0026,23.14,34.12,23.14,37.18,30.77,14.03,0.004423,5.7206,0.06336,0.086008,1.60574,2.0,80.287,86.562,45,0,97,42
B0018,56,2008-08-01T17:46:33,24.0,3238.11,4.191,3.3139,2.4864,4.1913,3.5143,1.7046,-1.8647,-2.0124,0.0041,23.09,34.66,23.08,37.12,30.81,14.02,0.004331,5.9489,0.060884,0.085225,1.67365,2.0,83.682,90.223,45,0,97,41
B0018,57,2008-08-01T21:32:12,24.0,3191.06,4.1904,3.3518,2.4674,4.1906,3.5197,1.723,-1.8573,-2.0131,0.003,23.57,34.64,23.57,37.27,31.04,13.7,0.004294,5.8353,0.060884,0.085225,1.64043,2.0,82.022,88.433,45,0,97,40
B0018,58,2008-08-02T01:17:09,24.0,3165.83,4.189,3.3676,2.3752,4.1892,3.5124,1.8138,-1.8483,-2.0126,0.0039,23.54,34.63,23.53,37.4,31.04,13.85,0.004376,5.7516,0.060884,0.085225,1.61327,2.0,80.663,86.968,45,0,97,39
B0018,59,2008-08-02T05:03:55,24.0,3140.41,4.1859,3.3877,2.3716,4.1859,3.5078,1.8142,-1.8392,-2.015,0.0035,23.39,34.45,23.38,37.38,30.96,13.99,0.004455,5.6687,0.060884,0.085225,1.5921,2.0,79.605,85.827,45,0,97,38
B0018,60,2008-08-02T09:26:51,24.0,3131.92,4.1868,3.416,2.464,4.1869,3.5077,1.7228,-1.8303,-2.0207,0.0048,23.17,34.12,23.17,37.25,30.84,14.08,0.004495,5.6237,0.062319,0.085988,1.5866,2.0,79.33,85.531,45,0,97,37
B0018,61,2008-08-02T13:55:03,24.0,3121.11,4.1895,3.4215,2.4755,4.1896,3.5075,1.714,-1.8293,-2.0129,0.0016,23.12,34.1,23.12,37.22,30.8,14.1,0.004517,5.6002,0.061909,0.084881,1.58008,2.0,79.004,85.179,45,0,97,36
B0018,62,2008-08-02T17:41:59,24.0,3105.26,4.1897,3.4159,2.3792,4.1898,3.5024,1.8105,-1.8278,-2.0135,0.003,23.29,34.39,23.27,37.56,30.98,14.28,0.004597,5.5605,0.061909,0.084881,1.56417,2.0,78.209,84.322,45,0,97,35
B0018,63,2008-08-02T21:29:24,24.0,3091.25,4.1889,3.4413,2.4776,4.1889,3.5037,1.7113,-1.8188,-2.013,0.0039,23.28,34.1,23.28,37.42,30.97,14.13,0.004572,5.5069,0.061909,0.084881,1.55562,2.0,77.781,83.861,45,0,97,34
B0018,64,2008-08-03T01:16:07,24.0,3076.7,4.1878,3.4404,2.4206,4.1882,3.499,1.7672,-1.8172,-2.0122,0.0037,23.22,34.2,23.22,37.55,30.98,14.33,0.004657,5.469,0.061909,0.084881,1.5402,2.0,77.01,83.03,45,0,97,33
B0018,65,2008-08-03T05:39:11,24.0,3062.33,4.1862,3.4457,2.4154,4.1865,3.4954,1.7708,-1.8158,-2.0125,0.0038,23.03,34.25,23.03,37.6,30.9,14.57,0.004758,5.434,0.063288,0.088473,1.53216,2.0,76.608,82.596,45,0,97,32
B0018,66,2008-08-03T10:08:42,24.0,3050.56,4.1895,3.4389,2.3974,4.1896,3.4945,1.792,-1.8221,-2.0133,0.0032,23.03,34.27,23.03,37.49,30.82,14.46,0.004739,5.4307,0.062442,0.085531,1.53162,2.0,76.581,82.567,45,0,97,31
B0018,67,2008-08-03T13:54:25,24.0,3034.67,4.1893,3.4638,2.4978,4.1893,3.4963,1.6915,-1.813,-2.0128,0.0042,22.9,33.94,22.9,37.38,30.73,14.48,0.00477,5.3743,0.062442,0.085531,1.52226,2.0,76.113,82.062,45,0,97,30
B0018,68,2008-08-03T17:42:28,24.0,3031.25,4.1866,3.4608,2.3726,4.1868,3.4877,1.8139,-1.8045,-2.0119,0.0041,22.83,33.95,22.83,37.56,30.77,14.73,0.004858,5.3316,0.062442,0.085531,1.50653,2.0,75.326,81.214,45,0,97,29
B0018,69,2008-08-03T21:26:49,24.0,3011.34,4.1882,3.4579,2.3684,4.1886,3.4865,1.8198,-1.81,-2.0125,0.0038,22.87,34.14,22.86,37.62,30.78,14.75,0.004898,5.3117,0.062442,0.085531,1.50142,2.0,75.071,80.939,45,0,97,28
B0018,70,2008-08-04T01:48:42,24.0,3003.0,4.1863,3.4586,2.332,4.1863,3.4823,1.8543,-1.809,-2.0122,0.0034,22.74,34.21,22.74,37.71,30.76,14.97,0.004984,5.287,0.062725,0.090046,1.49635,2.0,74.818,80.666,45,0,97,27
B0018,71,2008-08-04T17:08:25,24.0,3045.19,4.1874,3.4143,2.4058,4.1874,3.4918,1.7816,-1.8274,-2.0205,0.011,23.01,34.7,23.01,37.77,30.91,14.76,0.004846,5.4353,0.063197,0.087201,1.53343,2.0,76.671,82.664,45,0,97,26
B0018,72,2008-08-04T20:55:13,24.0,3028.47,4.1887,3.4413,2.4721,4.1889,3.494,1.7167,-1.818,-2.0132,0.0022,23.37,34.65,23.37,37.92,31.23,14.55,0.004803,5.3795,0.063197,0.087201,1.52385,2.0,76.192,82.148,45,0,97,25
B0018,73,2008-08-05T00:41:24,24.0,3012.94,4.1851,3.4435,2.3427,4.1853,3.4844,1.8423,-1.8085,-2.0135,0.0044,23.44,34.5,23.43,37.99,31.26,14.55,0.00483,5.3102,0.063197,0.087201,1.50119,2.0,75.06,80.927,45,0,97,24
B0018,74,2008-08-05T04:27:50,24.0,2998.88,4.1876,3.4599,2.4199,4.188,3.4859,1.7678,-1.8068,-2.0123,0.0018,23.3,34.47,23.29,37.98,31.18,14.69,0.004898,5.2795,0.063197,0.087201,1.49242,2.0,74.621,80.454,45,0,97,23
B0018,75,2008-08-05T08:23:48,24.0,2983.55,4.1879,3.4683,2.4389,4.1879,3.4843,1.749,-1.805,-2.013,0.0032,23.1,34.29,23.1,37.83,31.0,14.73,0.004937,5.2435,0.063197,0.087201,1.48332,2.0,74.166,79.963,45,0,97,22
B0018,76,2008-08-05T12:50:42,24.0,2966.86,4.1879,3.4612,2.4305,4.1883,3.483,1.7575,-1.8119,-2.013,0.0033,23.05,34.44,23.04,37.84,30.98,14.8,0.004988,5.2329,0.063329,0.08798,1.48074,2.0,74.037,79.824,45,0,97,21
B0018,77,2008-08-05T16:36:12,24.0,2954.8,4.1872,3.478,2.4907,4.1874,3.4838,1.6965,-1.8022,-2.0127,0.0039,23.12,34.35,23.11,37.9,31.09,14.78,0.005003,5.1835,0.063329,0.08798,1.47351,2.0,73.675,79.434,45,0,97,20
B0018,78,2008-08-05T20:21:46,24.0,2945.74,4.1883,3.4601,2.3678,4.1887,3.4788,1.8204,-1.8093,-2.0134,0.0023,23.42,34.85,23.42,38.28,31.34,14.85,0.005042,5.1829,0.063329,0.08798,1.46802,2.0,73.401,79.138,45,0,97,19
B0018,79,2008-08-06T00:06:53,24.0,2941.38,4.188,3.4705,2.3533,4.1882,3.4752,1.8347,-1.8,-2.0132,0.0036,23.21,34.63,23.21,38.24,31.23,15.03,0.005111,5.1421,0.063329,0.08798,1.45809,2.0,72.905,78.603,45,0,97,18
B0018,80,2008-08-06T04:27:52,24.0,2923.95,4.1844,3.4766,2.3629,4.1845,3.4707,1.8215,-1.7981,-2.0143,0.0048,22.94,34.42,22.93,38.07,31.04,15.13,0.005175,5.0989,0.064383,0.091081,1.44787,2.0,72.393,78.052,45,0,97,17
B0018,81,2008-08-06T08:55:24,24.0,2921.03,4.1928,3.4758,2.4202,4.1928,3.4746,1.7726,-1.8058,-2.0132,0.003,22.72,34.33,22.72,37.82,30.81,15.1,0.00517,5.1207,0.063226,0.08763,1.45278,2.0,72.639,78.317,45,0,97,16
B0018,82,2008-08-06T12:40:42,24.0,2902.75,4.1878,3.49,2.4726,4.1879,3.4741,1.7152,-1.796,-2.0139,0.0019,22.82,34.23,22.82,37.9,30.93,15.09,0.005197,5.0587,0.063226,0.08763,1.44254,2.0,72.127,77.765,45,0,97,15
B0018,83,2008-08-06T16:25:32,24.0,2897.88,4.1878,3.4918,2.4832,4.1881,3.4751,1.7046,-1.7951,-2.0133,0.0014,23.16,34.49,23.14,38.17,31.22,15.01,0.00518,5.049,0.063226,0.08763,1.43927,2.0,71.964,77.589,45,0,97,14
B0018,84,2008-08-06T20:09:11,24.0,2892.09,4.1879,3.487,2.4342,4.1881,3.4724,1.7537,-1.794,-2.0132,0.003,23.37,34.69,23.37,38.37,31.4,15.0,0.005185,5.0331,0.063226,0.08763,1.42865,2.0,71.432,77.016,45,0,97,13
B0018,85,2008-08-07T00:27:39,24.0,2886.92,4.1858,3.5046,2.4979,4.1859,3.4718,1.688,-1.7842,-2.0125,0.0025,23.11,34.32,23.11,38.2,31.26,15.09,0.005226,4.9922,0.06276,0.092249,1.4249,2.0,71.245,76.814,45,0,97,12
B0018,86,2008-08-07T19:05:53,24.0,2942.53,4.1871,3.4303,2.3747,4.1873,3.4745,1.8123,-1.8136,-2.0135,0.0031,23.12,34.81,23.11,38.1,31.13,14.98,0.005092,5.1864,0.063064,0.088788,1.46981,2.0,73.491,79.235,45,0,97,11
B0018,87,2008-08-07T22:50:51,24.0,2912.47,4.1876,3.4406,2.3589,4.1877,3.4717,1.8286,-1.811,-2.0149,0.0025,23.27,34.89,23.26,38.21,31.25,14.95,0.005133,5.1212,0.063064,0.088788,1.45258,2.0,72.629,78.306,45,0,97,10
B0018,88,2008-08-08T02:32:53,24.0,2895.59,4.1874,3.4678,2.4413,4.1878,3.4714,1.746,-1.8008,-2.0126,0.0016,23.03,34.43,23.03,37.94,31.03,14.91,0.00515,5.0592,0.063064,0.088788,1.44283,2.0,72.142,77.781,45,0,97,9
B0018,89,2008-08-08T06:16:47,24.0,2884.41,4.187,3.4637,2.3114,4.1872,3.4626,1.8756,-1.7986,-2.0121,0.0024,22.79,34.49,22.79,38.07,30.93,15.28,0.005297,5.0214,0.063064,0.088788,1.42838,2.0,71.419,77.001,45,0,97,8
B0018,90,2008-08-08T10:14:50,24.0,2873.77,4.1833,3.5017,2.4953,4.1833,3.4661,1.688,-1.7804,-2.0118,0.0039,22.48,33.66,22.48,37.63,30.67,15.15,0.005273,4.9516,0.063064,0.088788,1.41545,2.0,70.773,76.305,45,0,97,7
B0018,91,2008-08-08T20:10:08,24.0,2893.38,4.1921,3.4459,2.4398,4.1922,3.4731,1.7522,-1.8167,-2.0147,0.0032,23.15,35.02,23.15,38.18,31.23,15.03,0.005194,5.1041,0.065431,0.088426,1.45458,2.0,72.729,78.414,45,0,97,6
B0018,92,2008-08-08T23:54:01,24.0,2884.98,4.1865,3.4602,2.3765,4.1866,3.4669,1.8099,-1.7981,-2.0136,0.0023,23.3,34.83,23.3,38.39,31.39,15.09,0.005231,5.0284,0.065431,0.088426,1.42832,2.0,71.416,76.998,45,0,97,5
B0018,93,2008-08-09T03:37:06,24.0,2870.23,4.1867,3.4654,2.3722,4.1869,3.4653,1.8145,-1.7964,-2.0143,0.0027,23.44,34.93,23.44,38.52,31.51,15.08,0.005253,4.9957,0.065431,0.088426,1.4197,2.0,70.985,76.534,45,0,97,4
B0018,94,2008-08-09T07:19:59,24.0,2864.11,4.1871,3.4696,2.3615,4.1874,3.4639,1.8256,-1.7954,-2.0138,0.0025,23.52,34.95,23.52,38.57,31.55,15.04,0.005252,4.9791,0.065431,0.088426,1.41556,2.0,70.778,76.31,45,0,97,3
B0018,95,2008-08-09T11:36:57,24.0,2846.64,4.1842,3.4709,2.3179,4.1846,3.4578,1.8663,-1.7937,-2.014,0.0037,23.18,34.9,23.17,38.56,31.39,15.39,0.005405,4.9352,0.064035,0.091642,1.40568,2.0,70.284,75.778,45,0,97,2
