battery_id,cycle_number,start_time_iso,ambient_temperature,duration_s,v_start,v_end,v_min,v_max,v_mean,v_drop,i_mean,i_min,i_max,t_start,t_end,t_min,t_max,t_mean,temp_rise,temp_rise_rate,energy_wh,re_electrolyte_ohms,rct_charge_transfer_ohms,capacity_ah,nominal_capacity_ah,soh_pct,soh_first_cycle_pct,eol_cycle_80,rul_80,eol_cycle_70,rul_70
B0005,11,2008-04-04T09:57:19,24.0,3530.25,4.1889,3.2663,2.4724,4.1889,3.5493,1.7165,-1.8634,-2.0161,0.0026,24.44,35.32,24.43,38.54,32.16,14.1,0.003995,6.5223,,,1.82462,2.0,91.231,98.283,75,64,125,114.0
B0005,12,2008-04-04T17:56:27,24.0,3491.02,4.1899,3.2962,2.6496,4.1899,3.5598,1.5403,-1.873,-2.0169,0.0024,24.74,35.59,24.74,38.52,32.36,13.78,0.003947,6.4974,,,1.8142,2.0,90.71,97.722,75,63,125,113.0
B0005,13,2008-04-04T22:01:54,24.0,3470.28,4.1893,3.2718,2.5725,4.1893,3.5581,1.6168,-1.8826,-2.0164,0.0019,24.74,35.96,24.73,38.58,32.32,13.85,0.00399,6.4917,,,1.81375,2.0,90.688,97.698,75,62,125,112.0
B0005,14,2008-04-05T02:20:26,24.0,3470.0,4.1888,3.2649,2.525,4.1888,3.5557,1.6638,-1.8825,-2.0158,0.0023,24.45,35.87,24.45,38.52,32.16,14.07,0.004055,6.4869,,,1.81344,2.0,90.672,97.681,75,61,125,111.0
B0005,15,2008-04-05T06:25:01,24.0,3450.3,4.1891,3.3091,2.6946,4.1891,3.5627,1.4945,-1.8818,-2.0194,0.0013,24.47,35.53,24.46,38.21,32.04,13.74,0.003983,6.4566,,,1.8026,2.0,90.13,97.097,75,60,125,110.0
B0005,16,2008-04-05T10:30:32,24.0,3429.41,4.1892,3.2881,2.6401,4.1892,3.5615,1.5491,-1.8922,-2.0164,0.0031,24.33,35.81,24.32,38.2,31.93,13.87,0.004045,6.4509,,,1.80211,2.0,90.105,97.071,75,59,125,109.0
B0005,17,2008-04-05T14:34:41,24.0,3409.48,4.1889,3.2608,2.5739,4.1889,3.5603,1.615,-1.9028,-2.0165,0.0009,24.36,36.24,24.36,38.32,31.94,13.96,0.004093,6.4495,,,1.80258,2.0,90.129,97.096,75,58,125,108.0
B0005,18,2008-04-05T18:39:25,24.0,3390.42,4.1888,3.2295,2.4942,4.1888,3.5591,1.6945,-1.9133,-2.0181,-0.0004,24.38,36.7,24.38,38.48,31.97,14.1,0.004158,6.4472,,,1.80307,2.0,90.153,97.123,75,57,125,107.0
B0005,19,2008-04-05T22:46:35,24.0,3390.28,4.1893,3.2244,2.4557,4.1893,3.5579,1.7336,-1.9132,-2.017,0.0023,24.36,36.78,24.36,38.55,31.97,14.19,0.004184,6.444,,,1.80278,2.0,90.139,97.107,75,56,125,106.0
B0005,20,2008-04-18T21:10:19,24.0,3591.73,4.1876,3.2587,2.6321,4.1876,3.552,1.5555,-1.8553,-2.0168,0.006,24.56,34.93,24.55,38.45,32.37,13.89,0.003867,6.6109,0.044669,0.069456,1.84703,2.0,92.351,99.49,75,55,125,105.0
B0005,21,2008-04-19T02:29:09,24.0,3552.3,4.1876,3.218,2.5028,4.1876,3.5526,1.6849,-1.8747,-2.0162,0.0016,24.92,36.07,24.92,38.99,32.7,14.07,0.003961,6.611,0.044843,0.067972,1.84742,2.0,92.371,99.511,75,54,125,104.0
B0005,22,2008-04-19T07:47:15,24.0,3531.58,4.1874,3.2573,2.6175,4.1874,3.5568,1.5699,-1.8738,-2.0168,0.0025,24.57,35.57,24.57,38.51,32.32,13.95,0.00395,6.5747,0.045101,0.068528,1.83618,2.0,91.809,98.906,75,53,125,103.0
B0005,23,2008-04-19T13:01:42,24.0,3492.91,4.1873,3.2803,2.6941,4.1873,3.5614,1.4933,-1.8832,-2.016,0.0038,24.22,35.5,24.22,38.17,31.99,13.95,0.003994,6.5394,0.044172,0.068044,1.82578,2.0,91.289,98.346,75,52,125,102.0
B0005,24,2008-04-19T18:27:29,24.0,3511.59,4.1874,3.2798,2.6238,4.1874,3.5566,1.5637,-1.8732,-2.0172,0.0034,24.05,35.21,24.05,38.17,31.89,14.11,0.004018,6.5323,0.043787,0.06845,1.82511,2.0,91.256,98.31,75,51,125,101.0
B0005,25,2008-04-19T23:41:55,24.0,3431.94,4.1877,3.2051,2.5011,4.1877,3.5587,1.6867,-1.914,-2.0161,0.0013,24.03,36.51,24.02,38.28,31.78,14.25,0.004151,6.5279,0.044639,0.068341,1.82558,2.0,91.279,98.335,75,50,125,100.0
B0005,26,2008-04-20T04:54:41,24.0,3431.12,4.1883,3.2769,2.685,4.1883,3.5641,1.5033,-1.9031,-2.0169,0.0031,23.94,35.88,23.94,37.98,31.69,14.04,0.004093,6.4951,0.043559,0.068682,1.81403,2.0,90.702,97.713,75,49,125,99.0
B0005,27,2008-04-20T10:16:28,24.0,3412.41,4.1873,3.2311,2.5471,4.1873,3.5596,1.6402,-1.9135,-2.0246,0.0011,23.81,36.32,23.81,38.11,31.6,14.3,0.00419,6.4894,0.045265,0.068144,1.81477,2.0,90.738,97.753,75,48,125,98.0
B0005,28,2008-04-20T15:37:05,24.0,3410.69,4.1876,3.222,2.4713,4.1876,3.5568,1.7162,-1.9136,-2.0173,-0.0,23.75,36.41,23.75,38.19,31.57,14.43,0.004232,6.4822,0.044484,0.067826,1.81397,2.0,90.698,97.71,75,47,125,97.0
B0005,29,2008-04-20T20:50:38,24.0,3410.72,4.1881,3.2901,2.6614,4.1881,3.5624,1.5267,-1.9026,-2.0171,0.0038,23.8,35.87,23.79,38.0,31.59,14.2,0.004164,6.4514,0.044414,0.068858,1.80277,2.0,90.138,97.106,75,46,125,96.0
B0005,30,2008-04-21T02:15:02,24.0,3392.72,4.1877,3.2512,2.5418,4.1877,3.5591,1.6459,-1.9131,-2.0159,0.0007,23.8,36.41,23.8,38.19,31.6,14.39,0.004242,6.4493,0.044535,0.067794,1.80408,2.0,90.204,97.177,75,45,125,95.0
B0005,31,2008-04-22T15:33:49,24.0,3470.67,4.2011,3.2493,2.6289,4.2011,3.5573,1.5722,-1.9206,-2.0167,0.0008,23.78,36.28,23.78,38.46,31.92,14.68,0.004229,6.6214,0.045021,0.069404,1.8518,2.0,92.59,99.748,75,44,125,94.0
B0005,32,2008-04-22T20:26:18,24.0,3414.11,4.1996,3.2601,2.6313,4.1996,3.5619,1.5684,-1.9299,-2.0183,0.0012,24.2,36.74,24.2,38.49,32.08,14.29,0.004185,6.5507,0.046463,0.069938,1.8307,2.0,91.535,98.611,75,43,125,93.0
B0005,33,2008-04-23T01:18:11,24.0,3395.22,4.1999,3.2811,2.6549,4.1999,3.5618,1.545,-1.9293,-2.0166,0.0019,24.01,36.5,24.0,38.31,31.85,14.31,0.004214,6.5108,0.047724,0.069504,1.8199,2.0,90.995,98.029,75,42,125,92.0
B0005,34,2008-04-23T06:18:19,24.0,3386.0,4.1991,3.3094,2.675,4.1991,3.5597,1.5241,-1.9233,-2.0194,0.0018,23.54,36.04,23.54,37.86,31.47,14.32,0.00423,6.4692,0.04694,0.069661,1.80931,2.0,90.465,97.459,75,41,125,91.0
B0005,35,2008-04-23T11:08:00,24.0,3368.19,4.2,3.2956,2.616,4.2,3.5576,1.584,-1.9284,-2.0158,0.0075,23.57,36.22,23.57,37.91,31.41,14.34,0.004258,6.4481,0.047028,0.071129,1.80461,2.0,90.23,97.206,75,40,125,90.0
B0005,36,2008-04-23T16:06:25,24.0,3368.27,4.1997,3.3172,2.6584,4.1997,3.5597,1.5412,-1.9231,-2.0199,0.0014,23.98,36.48,23.97,38.34,31.9,14.36,0.004264,6.434,0.047755,0.071671,1.79938,2.0,89.969,96.924,75,39,125,89.0
B0005,37,2008-04-23T21:02:58,24.0,3358.72,4.1992,3.3478,2.6979,4.1992,3.5591,1.5012,-1.917,-2.0165,0.0026,23.76,35.99,23.76,38.07,31.65,14.32,0.004263,6.393,0.047023,0.069767,1.78844,2.0,89.422,96.335,75,38,125,88.0
B0005,38,2008-04-24T01:51:33,24.0,3339.5,4.2,3.3378,2.6617,4.2,3.557,1.5383,-1.922,-2.0171,0.0012,23.51,36.1,23.51,38.07,31.49,14.56,0.004359,6.3691,0.046245,0.071925,1.78292,2.0,89.146,96.037,75,37,125,87.0
B0005,39,2008-04-24T06:50:00,24.0,3331.26,4.1992,3.3644,2.6993,4.1992,3.5562,1.4999,-1.9162,-2.018,0.0024,23.28,35.86,23.27,37.8,31.33,14.52,0.004358,6.332,0.046186,0.071938,1.77303,2.0,88.652,95.505,75,36,125,86.0
B0005,40,2008-04-24T11:49:24,24.0,3321.19,4.1994,3.336,2.6128,4.1994,3.5533,1.5866,-1.9221,-2.0177,0.0021,23.44,36.41,23.44,38.4,31.57,14.96,0.004504,6.3279,0.047737,0.07034,1.77304,2.0,88.652,95.505,75,35,125,85.0
B0005,41,2008-04-24T16:45:56,24.0,3321.84,4.1996,3.3557,2.6637,4.1996,3.5563,1.5359,-1.9162,-2.0168,0.0015,24.02,36.77,24.02,38.75,32.11,14.73,0.004434,6.3148,0.048383,0.069738,1.76787,2.0,88.394,95.227,75,34,125,84.0
B0005,42,2008-04-24T21:38:11,24.0,3311.83,4.1995,3.3615,2.6668,4.1995,3.5563,1.5327,-1.9159,-2.0173,0.0018,24.26,36.85,24.26,38.87,32.27,14.62,0.004413,6.2947,0.048038,0.070125,1.76232,2.0,88.116,94.927,75,33,125,83.0
B0005,43,2008-04-25T12:03:44,24.0,3327.39,4.1941,3.347,2.6844,4.1941,3.559,1.5097,-1.9114,-2.0159,0.0005,23.99,36.71,23.99,38.5,31.84,14.51,0.004361,6.3126,0.048087,0.069713,1.76762,2.0,88.381,95.213,75,32,125,82.0
B0005,44,2008-04-25T20:03:55,24.0,3312.08,4.2007,3.3712,2.6452,4.2007,3.5534,1.5555,-1.9158,-2.0219,0.0024,23.83,36.38,23.83,38.27,31.76,14.44,0.00436,6.2903,0.048087,0.069713,1.76267,2.0,88.133,94.946,75,31,125,81.0
B0005,45,2008-04-26T01:04:35,24.0,3293.17,4.1991,3.38,2.6604,4.1991,3.551,1.5387,-1.9151,-2.017,0.0006,23.35,36.18,23.35,38.12,31.42,14.77,0.004484,6.2461,0.047547,0.07318,1.75173,2.0,87.587,94.357,75,30,125,80.0
B0005,46,2008-04-26T05:57:35,24.0,3275.33,4.1994,3.3919,2.6927,4.1994,3.5513,1.5067,-1.9148,-2.0162,0.0008,23.24,36.07,23.24,38.04,31.33,14.81,0.00452,6.2103,0.047641,0.071652,1.74185,2.0,87.092,93.825,75,29,125,79.0
B0005,47,2008-04-26T10:58:25,24.0,3265.02,4.1991,3.3893,2.6705,4.1991,3.549,1.5286,-1.9144,-2.0171,0.0015,23.21,36.07,23.21,38.18,31.36,14.97,0.004583,6.1861,0.048424,0.0725,1.73609,2.0,86.805,93.515,75,28,125,78.0
B0005,48,2008-04-29T12:15:56,24.0,3328.94,4.1904,3.24,2.6052,4.1904,3.5598,1.5853,-1.9389,-2.0168,0.0025,26.65,39.4,26.65,40.71,34.31,14.06,0.004225,6.4123,0.048424,0.0725,1.79362,2.0,89.681,96.614,75,27,125,77.0
B0005,49,2008-04-29T17:05:27,24.0,3329.27,4.1999,3.3111,2.672,4.1999,3.5623,1.5279,-1.9275,-2.0166,0.0029,25.7,38.25,25.7,39.89,33.44,14.18,0.004261,6.3796,0.049431,0.070141,1.78319,2.0,89.159,96.052,75,26,125,76.0
B0005,50,2008-04-29T22:00:04,24.0,3301.58,4.1994,3.3329,2.6743,4.1994,3.5583,1.5251,-1.9267,-2.0225,0.0012,24.84,37.66,24.83,39.18,32.67,14.35,0.004345,6.3148,0.049748,0.07113,1.76736,2.0,88.368,95.199,75,25,125,75.0
B0005,51,2008-04-30T02:43:55,24.0,3283.56,4.199,3.3338,2.6309,4.199,3.554,1.5681,-1.9261,-2.0168,0.0027,24.36,37.41,24.36,38.95,32.28,14.59,0.004443,6.2704,0.049885,0.071983,1.75702,2.0,87.851,94.642,75,24,125,74.0
B0005,52,2008-04-30T07:41:42,24.0,3275.12,4.1994,3.3615,2.663,4.1994,3.5524,1.5365,-1.9202,-2.0173,0.0031,24.02,36.98,24.02,38.61,32.01,14.59,0.004454,6.2311,0.049216,0.071464,1.74687,2.0,87.344,94.095,75,23,125,73.0
B0005,53,2008-04-30T12:28:49,24.0,3265.66,4.1996,3.3529,2.6129,4.1996,3.5496,1.5867,-1.9201,-2.0159,0.0013,24.02,37.11,24.01,38.92,32.06,14.9,0.004563,6.2086,0.049946,0.070887,1.74172,2.0,87.086,93.818,75,22,125,72.0
B0005,54,2008-04-30T17:20:16,24.0,3266.09,4.1993,3.3652,2.6157,4.1993,3.5494,1.5836,-1.9144,-2.0206,0.001,24.34,37.45,24.33,39.23,32.44,14.9,0.004561,6.1902,0.04897,0.071782,1.73642,2.0,86.821,93.533,75,21,125,71.0
B0005,55,2008-04-30T22:14:54,24.0,3257.59,4.1989,3.3858,2.6288,4.1989,3.5472,1.5702,-1.9083,-2.0176,0.0021,24.12,36.88,24.12,38.96,32.17,14.84,0.004556,6.1504,0.050229,0.071832,1.72632,2.0,86.316,92.989,75,20,125,70.0
B0005,56,2008-05-01T03:15:33,24.0,3248.59,4.1983,3.4084,2.6655,4.1983,3.5467,1.5328,-1.9022,-2.0164,0.0018,23.97,36.63,23.97,38.84,32.06,14.87,0.004577,6.1114,0.049715,0.07139,1.71581,2.0,85.79,92.422,75,19,125,69.0
B0005,57,2008-05-01T08:16:03,24.0,3238.77,4.199,3.4098,2.6505,4.199,3.5446,1.5485,-1.902,-2.017,0.0014,23.84,36.73,23.84,38.83,31.98,14.99,0.004628,6.0889,0.049132,0.072452,1.71053,2.0,85.527,92.138,75,18,125,68.0
B0005,58,2008-05-01T13:14:24,24.0,3240.14,4.1992,3.4173,2.6432,4.1992,3.5436,1.5559,-1.8965,-2.0168,0.0049,23.96,36.83,23.96,39.14,32.22,15.18,0.004686,6.072,0.04921,0.07304,1.70601,2.0,85.301,91.895,75,17,125,67.0
B0005,59,2008-05-01T18:11:10,24.0,3230.11,4.1992,3.4218,2.6565,4.1992,3.5445,1.5428,-1.896,-2.02,0.0018,24.47,37.09,24.47,39.35,32.56,14.88,0.004608,6.0529,0.049506,0.072511,1.70031,2.0,85.016,91.588,75,16,125,66.0
B0005,60,2008-05-01T23:10:15,24.0,3229.78,4.1993,3.4271,2.6262,4.1993,3.5409,1.5731,-1.89,-2.0164,0.0049,24.27,36.76,24.27,39.29,32.4,15.03,0.004653,6.0273,0.048652,0.072018,1.69458,2.0,84.729,91.279,75,15,125,65.0
B0005,61,2008-05-02T03:53:34,24.0,3212.47,4.1996,3.4382,2.6582,4.1996,3.5412,1.5414,-1.8894,-2.0265,0.0024,24.15,36.67,24.14,39.1,32.29,14.96,0.004656,5.9921,0.049166,0.07317,1.6849,2.0,84.245,90.758,75,14,125,64.0
B0005,62,2008-05-02T08:44:40,24.0,3213.22,4.1994,3.4656,2.6951,4.1994,3.5407,1.5043,-1.8777,-2.0173,0.0015,23.94,36.23,23.93,39.05,32.14,15.11,0.004703,5.9534,0.049234,0.072771,1.67447,2.0,83.724,90.196,75,13,125,63.0
B0005,63,2008-05-02T13:43:05,24.0,3203.58,4.199,3.445,2.6391,4.199,3.5376,1.5599,-1.8831,-2.0226,0.0059,24.08,36.84,24.08,39.4,32.38,15.32,0.004781,5.9499,0.050548,0.072709,1.67457,2.0,83.728,90.201,75,12,125,62.0
B0005,64,2008-05-02T19:07:48,24.0,3195.12,4.1978,3.4675,2.6857,4.1978,3.5384,1.5121,-1.8764,-2.0159,0.0034,24.43,36.31,24.43,39.11,32.31,14.68,0.004594,5.9111,0.050119,0.07301,1.66372,2.0,83.186,89.616,75,11,125,61.0
B0005,65,2008-05-02T23:24:17,24.0,3195.31,4.2013,3.4717,2.6902,4.2013,3.5393,1.5112,-1.871,-2.0169,0.0012,24.33,36.58,24.33,39.44,32.57,15.12,0.004731,5.8968,0.050119,0.07301,1.65901,2.0,82.951,89.363,75,10,125,60.0
B0005,66,2008-05-03T04:13:08,24.0,3186.3,4.1993,3.4661,2.6399,4.1993,3.5337,1.5594,-1.8706,-2.019,0.0007,24.13,36.62,24.12,39.51,32.47,15.38,0.004826,5.8701,0.049793,0.073437,1.65385,2.0,82.693,89.085,75,9,125,59.0
B0005,67,2008-05-03T09:10:19,24.0,3176.44,4.1989,3.4853,2.6899,4.1989,3.5344,1.509,-1.864,-2.018,0.0017,23.98,36.29,23.98,39.33,32.35,15.35,0.004834,5.8297,0.049865,0.073213,1.64265,2.0,82.133,88.482,75,8,125,58.0
B0005,68,2008-05-03T14:04:34,24.0,3167.59,4.1985,3.48,2.6594,4.1985,3.5313,1.5392,-1.8637,-2.0158,0.0009,23.98,36.4,23.97,39.44,32.37,15.46,0.004881,5.8084,0.049812,0.074596,1.63786,2.0,81.893,88.223,75,7,125,57.0
B0005,69,2008-05-03T18:58:13,24.0,3167.72,4.1989,3.4876,2.6657,4.1989,3.5309,1.5332,-1.8578,-2.0192,0.0032,24.04,36.34,24.04,39.51,32.46,15.48,0.004885,5.7893,0.048507,0.074583,1.63274,2.0,81.637,87.948,75,6,125,56.0
B0005,70,2008-05-03T23:42:30,24.0,3159.08,4.1996,3.4846,2.643,4.1996,3.5287,1.5566,-1.8572,-2.0178,0.0023,24.08,36.42,24.07,39.6,32.5,15.52,0.004913,5.7687,0.050023,0.073664,1.62775,2.0,81.388,87.679,75,5,125,55.0
B0005,71,2008-05-04T04:41:40,24.0,3148.83,4.1988,3.484,2.6311,4.1988,3.5263,1.5677,-1.8568,-2.0162,0.0036,24.04,36.47,24.04,39.69,32.5,15.64,0.004968,5.7447,0.050205,0.073719,1.62213,2.0,81.106,87.376,75,4,125,54.0
B0005,72,2008-05-04T09:40:11,24.0,3149.09,4.1991,3.5085,2.6962,4.1991,3.5287,1.5029,-1.8449,-2.0184,0.0024,24.01,36.02,24.01,39.54,32.47,15.53,0.004931,5.7086,0.049759,0.074656,1.61133,2.0,80.566,86.794,75,3,125,53.0
B0005,73,2008-05-04T14:38:13,24.0,3140.55,4.1985,3.5038,2.6668,4.1985,3.5256,1.5318,-1.8444,-2.02,0.0018,23.99,36.12,23.99,39.65,32.5,15.66,0.004985,5.6873,0.049687,0.073554,1.60656,2.0,80.328,86.538,75,2,125,52.0
B0005,74,2008-05-04T19:37:07,24.0,3131.62,4.1987,3.5001,2.6403,4.1987,3.5227,1.5584,-1.8439,-2.0161,0.0024,23.99,36.2,23.98,39.7,32.51,15.71,0.005017,5.6654,0.04995,0.074623,1.60151,2.0,80.076,86.266,75,1,125,51.0
B0005,75,2008-05-05T00:35:53,24.0,3121.91,4.1988,3.5177,2.6989,4.1988,3.5247,1.4999,-1.8371,-2.0172,0.0035,23.93,35.87,23.93,39.56,32.46,15.63,0.005007,5.6272,0.050283,0.073604,1.59037,2.0,79.518,85.665,75,0,125,50.0
B0005,76,2008-05-05T05:28:13,24.0,3122.12,4.1988,3.5174,2.6682,4.1988,3.5213,1.5305,-1.8316,-2.0176,0.0029,23.88,35.81,23.88,39.64,32.45,15.76,0.005047,5.6064,0.04992,0.074642,1.58579,2.0,79.289,85.419,75,0,125,49.0
B0005,77,2008-05-05T11:41:31,24.0,3121.67,4.2003,3.516,2.6479,4.2003,3.518,1.5524,-1.8311,-2.0163,0.0017,23.91,35.67,23.9,39.44,32.33,15.53,0.004974,5.5981,0.05008,0.075477,1.58494,2.0,79.247,85.373,75,0,125,48.0
B0005,78,2008-05-05T20:40:08,24.0,3120.86,4.2011,3.497,2.6742,4.2011,3.5237,1.527,-1.8433,-2.0163,0.0031,24.47,36.35,24.47,39.84,32.84,15.37,0.004924,5.6461,0.05008,0.075477,1.59553,2.0,79.776,85.943,75,0,125,47.0
B0005,79,2008-05-06T01:38:46,24.0,3103.83,4.1982,3.5202,2.6893,4.1982,3.5191,1.5089,-1.8298,-2.0161,0.0022,23.82,35.52,23.81,39.42,32.32,15.59,0.005024,5.5631,0.054873,0.079344,1.57473,2.0,78.737,84.823,75,0,125,46.0
B0005,80,2008-05-06T06:37:06,24.0,3095.09,4.1985,3.5292,2.6888,4.1985,3.5162,1.5097,-1.8237,-2.0176,0.0027,23.41,35.27,23.41,39.26,32.06,15.86,0.005123,5.5227,0.05524,0.080024,1.5649,2.0,78.245,84.294,75,0,125,45.0
B0005,81,2008-05-06T11:25:21,24.0,3095.78,4.1988,3.5307,2.6744,4.1988,3.5148,1.5245,-1.8177,-2.0184,0.0026,23.51,35.35,23.5,39.47,32.22,15.97,0.005157,5.5028,0.05508,0.08045,1.55977,2.0,77.988,84.017,75,0,125,44.0
B0005,82,2008-05-06T16:23:36,24.0,3094.33,4.1981,3.5213,2.643,4.1981,3.5133,1.5551,-1.8179,-2.0168,0.0015,23.99,35.94,23.99,40.04,32.71,16.05,0.005187,5.5015,0.054846,0.080995,1.55948,2.0,77.974,84.002,75,0,125,43.0
B0005,83,2008-05-06T21:21:49,24.0,3086.53,4.1983,3.5235,2.6585,4.1983,3.5145,1.5398,-1.8172,-2.0195,0.0054,24.33,36.05,24.33,40.14,32.95,15.81,0.005122,5.486,0.058089,0.079006,1.55469,2.0,77.734,83.744,75,0,125,42.0
B0005,84,2008-05-07T02:17:25,24.0,3085.62,4.198,3.5255,2.6298,4.198,3.511,1.5683,-1.811,-2.025,0.0013,24.21,35.85,24.21,40.12,32.86,15.9,0.005155,5.4603,0.0564,0.081815,1.54887,2.0,77.444,83.43,75,0,125,41.0
B0005,85,2008-05-07T07:04:02,24.0,3067.2,4.199,3.5348,2.6623,4.199,3.5109,1.5368,-1.8094,-2.0172,0.0037,24.0,35.58,24.0,39.88,32.63,15.87,0.005176,5.4206,0.057159,0.080867,1.53824,2.0,76.912,82.857,75,0,125,40.0
B0005,86,2008-05-07T12:01:49,24.0,3058.16,4.1977,3.5459,2.6824,4.1977,3.5094,1.5153,-1.8027,-2.0204,0.0014,23.67,35.19,23.67,39.62,32.38,15.95,0.005216,5.3804,0.056999,0.082501,1.52791,2.0,76.396,82.301,75,0,125,39.0
B0005,87,2008-05-07T16:59:29,24.0,3058.81,4.1976,3.5363,2.6402,4.1976,3.5067,1.5574,-1.8032,-2.0167,0.0021,23.85,35.64,23.85,40.07,32.68,16.21,0.005301,5.3803,0.057916,0.081751,1.52853,2.0,76.426,82.334,75,0,125,38.0
B0005,88,2008-05-07T21:56:09,24.0,3058.58,4.198,3.5468,2.6938,4.198,3.511,1.5042,-1.7966,-2.017,0.0022,24.24,35.7,24.24,40.25,32.99,16.0,0.005232,5.3649,0.058583,0.082694,1.52265,2.0,76.132,82.018,75,0,125,37.0
B0005,89,2008-05-08T02:53:49,24.0,3049.33,4.1982,3.548,2.6958,4.1982,3.5103,1.5024,-1.796,-2.0177,0.003,24.3,35.75,24.3,40.3,33.05,16.0,0.005246,5.3454,0.056844,0.082273,1.51749,2.0,75.874,81.74,75,0,125,36.0
B0005,90,2008-05-09T12:25:07,24.0,3177.22,4.2229,3.5251,2.6921,4.2229,3.5222,1.5309,-1.8229,-2.0171,0.0015,24.12,36.01,24.11,40.09,32.86,15.98,0.005029,5.6795,0.056672,0.082916,1.60582,2.0,80.291,86.498,75,0,125,35.0
B0005,91,2008-05-09T20:28:09,24.0,3082.94,4.2004,3.494,2.6291,4.2004,3.5163,1.5714,-1.8294,-2.0177,0.0029,24.73,36.76,24.72,40.52,33.34,15.8,0.005124,5.5258,0.058223,0.076151,1.56385,2.0,78.192,84.237,75,0,125,34.0
B0005,92,2008-05-10T01:21:56,24.0,3074.27,4.1984,3.51,2.6313,4.1984,3.5134,1.567,-1.8163,-2.0161,0.0017,24.74,36.5,24.74,40.57,33.35,15.83,0.00515,5.4643,0.058694,0.080997,1.54809,2.0,77.405,83.388,75,0,125,33.0
B0005,93,2008-05-10T06:18:12,24.0,3066.0,4.1984,3.5359,2.6984,4.1984,3.5151,1.5,-1.8034,-2.0174,0.0017,24.5,35.91,24.49,40.28,33.15,15.78,0.005145,5.408,0.056874,0.080792,1.53238,2.0,76.619,82.542,75,0,125,32.0
B0005,94,2008-05-10T11:16:04,24.0,3056.44,4.1979,3.5294,2.6338,4.1979,3.5083,1.564,-1.8027,-2.018,0.0032,24.27,35.88,24.25,40.29,33.01,16.03,0.005243,5.3795,0.058401,0.081617,1.52695,2.0,76.348,82.25,75,0,125,31.0
